Name,Latitude,Longitude
"Pottstown, PA",40.24537,-75.64963
"Radnor, PA",40.04622,-75.35991
"Reading, PA",40.33565,-75.92687
"Springfield, PA",39.93067,-75.32019
"Crystal, MN",45.03274,-93.36023
"Golden Valley, MN",45.00969,-93.34912
"Minneapolis, MN",44.97997,-93.26384
"Richfield, MN",44.8833,-93.283
"Saint Louis Park, MN",44.9483,-93.34801
"Columbus, OH",39.96118,-82.99879
"Dublin, OH",40.09923,-83.11408
"Gahanna, OH",40.01923,-82.87934
"Grove City, OH",39.88145,-83.09296
"Hilliard, OH",40.0334,-83.15825
"Reynoldsburg, OH",39.95479,-82.81212
"Upper Arlington, OH",39.99451,-83.06241
"Westerville, OH",40.12617,-82.92907
"Brentwood, TN",36.03312,-86.78278
"Franklin, TN",35.92506,-86.86889
"Gallatin, TN",36.38838,-86.44666
"Hendersonville, TN",36.30477,-86.62
"Lebanon, TN",36.20811,-86.2911
"Murfreesboro, TN",35.84562,-86.39027
"Nashville, TN",36.16589,-86.78444
"Smyrna, TN",35.98284,-86.5186
"Forest Hills, MI",42.95947,-85.48975
"Grand Rapids, MI",42.96336,-85.66809
"Holland, MI",42.78752,-86.10893
"Kentwood, MI",42.86947,-85.64475
"Walker, MI",43.00141,-85.76809
"Wyoming, MI",42.91336,-85.70531
"Belmont, MA",42.39593,-71.17867
"Boston, MA",42.33343,-71.04949
"Brookline, MA",42.33176,-71.12116
"Cambridge, MA",42.3751,-71.10561
"Chelsea, MA",42.39176,-71.03283
"Everett, MA",42.40843,-71.05366
"Milton, MA",42.24954,-71.06616
"Newton, MA",42.33704,-71.20922
"Quincy, MA",42.25288,-71.00227
"Somerville, MA",42.3876,-71.0995
"Watertown, MA",42.37093,-71.18283
"East Alton, IL",38.88033,-90.11122
"Belleville, IL",38.52005,-89.98399
"Carbondale, IL",37.72727,-89.21675
"Collinsville, IL",38.67033,-89.98455
"East Saint Louis, IL",38.6245,-90.15094
"Edwardsville, IL",38.81144,-89.95316
"Granite City, IL",38.70144,-90.14872
"O'Fallon, IL",38.59227,-89.91121
"Chula Vista, CA",32.64005,-117.0842
"Coronado, CA",32.68589,-117.18309
"El Cajon, CA",32.79477,-116.96253
"Imperial Beach, CA",32.58394,-117.11308
"La Mesa, CA",32.76783,-117.02308
"La Presa, CA",32.70811,-116.99725
"Lemon Grove, CA",32.74255,-117.03142
"National City, CA",32.67811,-117.0992
"Rancho San Diego, CA",32.74727,-116.9353
"San Diego, CA",32.71533,-117.15726
"Santee, CA",32.83838,-116.97392
"Spring Valley, CA",32.74477,-116.99892
"Dodge City, KS",37.7528,-100.01708
"Emporia, KS",38.4039,-96.18166
"Garden City, KS",37.97169,-100.87266
"Hutchinson, KS",38.06084,-97.92977
"Avondale, AZ",33.4356,-112.3496
"Glendale, AZ",33.53865,-112.18599
"Peoria, AZ",33.5806,-112.23738
"Sun City West, AZ",33.66198,-112.34127
"Sun City West, AZ",33.66198,-112.34127
"Surprise, AZ",33.63059,-112.33322
"Alhambra, CA",34.09529,-118.12701
"Altadena, CA",34.18973,-118.13118
"Arcadia, CA",34.13973,-118.03534
"Azusa, CA",34.13362,-117.90756
"Baldwin Park, CA",34.08529,-117.9609
"West Covina, CA",34.06862,-117.93895
"Duarte, CA",34.13945,-117.97729
"South El Monte, CA",34.05195,-118.04673
"Glendora, CA",34.13612,-117.86534
"Hacienda Heights, CA",33.99307,-117.96868
"La Puente, CA",34.02001,-117.94951
"Monrovia, CA",34.14806,-117.99895
"Monterey Park, CA",34.06251,-118.12285
"South Pasadena, CA",34.11612,-118.15035
"Rosemead, CA",34.08057,-118.07285
"Rowland Heights, CA",33.97612,-117.90534
"South San Gabriel, CA",34.04915,-118.09462
"South El Monte, CA",34.05195,-118.04673
"South Pasadena, CA",34.11612,-118.15035
"South San Jose Hills, CA",34.01279,-117.90478
"Temple City, CA",34.10723,-118.05785
"Valinda, CA",34.04529,-117.94367
"Walnut, CA",34.02029,-117.86534
"West Covina, CA",34.06862,-117.93895
"West Puente Valley, CA",34.05168,-117.9684
"Novato, CA",38.10742,-122.5697
"San Anselmo, CA",37.97465,-122.56164
"South San Francisco, CA",37.65466,-122.40775
"San Rafael, CA",37.97353,-122.53109
"Brentwood, TN",36.03312,-86.78278
"Franklin, TN",35.92506,-86.86889
"Gallatin, TN",36.38838,-86.44666
"Hendersonville, TN",36.30477,-86.62
"Lebanon, TN",36.20811,-86.2911
"Murfreesboro, TN",35.84562,-86.39027
"Nashville, TN",36.16589,-86.78444
"Smyrna, TN",35.98284,-86.5186
"Addison, IL",41.9317,-87.98896
"North Aurora, IL",41.80614,-88.3273
"Bartlett, IL",41.99503,-88.18563
"Batavia, IL",41.85003,-88.31257
"Bensenville, IL",41.95503,-87.94007
"Bloomingdale, IL",41.95753,-88.0809
"Bolingbrook, IL",41.69864,-88.0684
"Carol Stream, IL",41.91253,-88.13479
"Darien, IL",41.75198,-87.97395
"Downers Grove, IL",41.80892,-88.01117
"Elmhurst, IL",41.89947,-87.94034
"Glen Ellyn, IL",41.87753,-88.06701
"Glendale Heights, IL",41.91031,-88.07174
"Hanover Park, IL",41.99947,-88.14507
"Lisle, IL",41.80114,-88.07479
"Lombard, IL",41.88003,-88.00784
"Naperville, IL",41.78586,-88.14729
"Roselle, IL",41.98475,-88.07979
"Saint Charles, IL",41.91419,-88.30869
"Streamwood, IL",42.02558,-88.17841
"Villa Park, IL",41.88975,-87.98895
"West Chicago, IL",41.88475,-88.20396
"Westmont, IL",41.79586,-87.97562
"Wheaton, IL",41.86614,-88.10701
"Woodridge, IL",41.74697,-88.05034
"North Bay Shore, NY",40.73621,-73.26262
"Brentwood, NY",40.78121,-73.24623
"Centereach, NY",40.85843,-73.09955
"Central Islip, NY",40.79065,-73.20178
"Commack, NY",40.84288,-73.29289
"Copiague, NY",40.68149,-73.39984
"Coram, NY",40.86871,-73.00149
"Deer Park, NY",40.76177,-73.32929
"Dix Hills, NY",40.80482,-73.33623
"East Northport, NY",40.87676,-73.32456
"East Patchogue, NY",40.76704,-72.99622
"Hauppauge, NY",40.82565,-73.20261
"Holbrook, NY",40.81232,-73.07844
"Huntington Station, NY",40.85343,-73.41151
"West Islip, NY",40.70621,-73.30623
"North Lindenhurst, NY",40.71427,-73.38151
"Medford, NY",40.8176,-73.00011
"Ronkonkoma, NY",40.81538,-73.11233
"Selden, NY",40.86649,-73.03566
"Shirley, NY",40.80149,-72.8676
"Smithtown, NY",40.85593,-73.20067
"West Babylon, NY",40.71816,-73.35429
"West Islip, NY",40.70621,-73.30623
"Ballwin, MO",38.59505,-90.54623
"Chesterfield, MO",38.66311,-90.57707
"O'Fallon, MO",38.81061,-90.69985
"Saint Charles, MO",38.78394,-90.48123
"Saint Peters, MO",38.80033,-90.62651
"Wildwood, MO",38.58283,-90.6629
"Marshalltown, IA",42.04943,-92.90798
"Mason City, IA",43.15357,-93.20104
"Ottumwa, IA",41.02001,-92.4113
"New York City, NY",40.71427,-74.00597
"New York City, NY",40.71427,-74.00597
"Belmont, CA",37.52021,-122.2758
"Burlingame, CA",37.5841,-122.36608
"Daly City, CA",37.70577,-122.46192
"East Palo Alto, CA",37.46883,-122.14108
"Foster City, CA",37.55855,-122.27108
"Los Altos, CA",37.38522,-122.11413
"Menlo Park, CA",37.45383,-122.18219
"Millbrae, CA",37.59855,-122.38719
"Mountain View, CA",37.38605,-122.08385
"Pacifica, CA",37.61383,-122.48692
"Palo Alto, CA",37.44188,-122.14302
"Redwood City, CA",37.48522,-122.23635
"San Bruno, CA",37.63049,-122.41108
"San Carlos, CA",37.50716,-122.26052
"San Mateo, CA",37.56299,-122.32553
"South San Francisco, CA",37.65466,-122.40775
"Apple Valley, MN",44.73191,-93.21772
"Cottage Grove, MN",44.82774,-92.94382
"Eagan, MN",44.80413,-93.16689
"Inver Grove Heights, MN",44.84802,-93.04272
"Lakeville, MN",44.64969,-93.24272
"Maplewood, MN",44.95302,-92.99522
"New Brighton, MN",45.06552,-93.20189
"Oakdale, MN",44.96302,-92.96494
"Roseville, MN",45.00608,-93.15661
"Shoreview, MN",45.07913,-93.14717
"South Saint Paul, MN",44.89274,-93.03494
"Saint Paul, MN",44.94441,-93.09327
"White Bear Lake, MN",45.08469,-93.00994
"Woodbury, MN",44.92386,-92.95938
"Anaheim, CA",33.83529,-117.9145
"Brea, CA",33.91668,-117.90006
"Buena Park, CA",33.86751,-117.99812
"Cypress, CA",33.81696,-118.03729
"Fountain Valley, CA",33.70918,-117.95367
"Fullerton, CA",33.87029,-117.92534
"Garden Grove, CA",33.77391,-117.94145
"Huntington Beach, CA",33.6603,-117.99923
"Orange, CA",33.78779,-117.85311
"Placentia, CA",33.87224,-117.87034
"Santa Ana, CA",33.74557,-117.86783
"Stanton, CA",33.80252,-117.99312
"North Tustin, CA",33.76446,-117.79394
"Westminster, CA",33.75918,-118.00673
"Yorba Linda, CA",33.88863,-117.81311
"Sedalia, MO",38.70446,-93.22826
"Bakersfield, CA",35.37329,-119.01871
"Delano, CA",35.76884,-119.24705
"Lancaster, CA",34.69804,-118.13674
"Oildale, CA",35.41968,-119.01955
"Palmdale, CA",34.57943,-118.11646
"Santa Clarita, CA",34.39166,-118.54259
"Wasco, CA",35.59412,-119.34095
"Clarksdale, MS",34.20011,-90.57093
"Columbus, MS",33.49567,-88.42726
"Greenville, MS",33.41012,-91.06177
"Olive Branch, MS",34.96176,-89.82953
"Southaven, MS",34.98898,-90.01259
"Starkville, MS",33.45049,-88.81961
"Tupelo, MS",34.25807,-88.70464
"Annapolis, MD",38.97845,-76.49218
"Arbutus, MD",39.25455,-76.69997
"Arnold, MD",39.03206,-76.50274
"Baltimore, MD",39.29038,-76.61219
"Bel Air North, MD",39.55429,-76.37309
"Bel Air South, MD",39.50506,-76.31977
"Carney, MD",39.39427,-76.52358
"Catonsville, MD",39.27205,-76.73192
"Columbia, MD",39.24038,-76.83942
"Crofton, MD",39.00178,-76.68747
"Dundalk, MD",39.25066,-76.52052
"Edgewood, MD",39.41872,-76.2944
"Eldersburg, MD",39.40371,-76.95026
"West Elkridge, MD",39.20705,-76.72692
"Ellicott City, MD",39.26733,-76.79831
"Essex, MD",39.30927,-76.47496
"Glen Burnie, MD",39.16261,-76.62469
"Lochearn, MD",39.34066,-76.72219
"Middle River, MD",39.33427,-76.43941
"Milford Mill, MD",39.34788,-76.76997
"Odenton, MD",39.084,-76.70025
"Parkville, MD",39.37733,-76.53969
"Perry Hall, MD",39.41261,-76.46357
"Pikesville, MD",39.37427,-76.72247
"Randallstown, MD",39.36733,-76.79525
"Reisterstown, MD",39.46976,-76.8319
"Salisbury, MD",38.36067,-75.59937
"Severn, MD",39.13705,-76.6983
"Severna Park, MD",39.07039,-76.54524
"South Gate, MD",39.129,-76.6258
"Towson, MD",39.4015,-76.60191
"Campbell, CA",37.28717,-121.94996
"Gilroy, CA",37.00578,-121.56828
"Los Gatos, CA",37.22661,-121.97468
"Milpitas, CA",37.42827,-121.90662
"Morgan Hill, CA",37.1305,-121.65439
"San Jose, CA",37.33939,-121.89496
"Santa Clara, CA",37.35411,-121.95524
"Saratoga, CA",37.26383,-122.02301
"Sunnyvale, CA",37.36883,-122.03635
"Alpharetta, GA",34.07538,-84.29409
"Atlanta, GA",33.749,-84.38798
"Candler-McAfee, GA",33.72672,-84.27246
"College Park, GA",33.65344,-84.44937
"College Park, GA",33.65344,-84.44937
"Douglasville, GA",33.7515,-84.74771
"Duluth, GA",34.00288,-84.14464
"Dunwoody, GA",33.94621,-84.33465
"East Point, GA",33.67955,-84.43937
"Forest Park, GA",33.62205,-84.36909
"Gainesville, GA",34.29788,-83.82407
"Griffin, GA",33.24678,-84.26409
"Kennesaw, GA",34.02343,-84.61549
"Lawrenceville, GA",33.95621,-83.98796
"Mableton, GA",33.81872,-84.58243
"Marietta, GA",33.9526,-84.54993
"Atlanta, GA",33.749,-84.38798
"Peachtree City, GA",33.39678,-84.59576
"Redan, GA",33.74538,-84.13158
"Roswell, GA",34.02316,-84.36159
"Sandy Springs, GA",33.92427,-84.37854
"Smyrna, GA",33.88399,-84.51438
"Tucker, GA",33.85455,-84.21714
"South Charleston, WV",38.36843,-81.69957
"Huntington, WV",38.41925,-82.44515
"Morgantown, WV",39.62953,-79.9559
"Parkersburg, WV",39.26674,-81.56151
"Weirton, WV",40.41896,-80.58952
"Wheeling, WV",40.06396,-80.72091
"Arlington, TX",32.73569,-97.10807
"Bedford, TX",32.84402,-97.14307
"Benbrook, TX",32.67319,-97.46058
"Burleson, TX",32.54208,-97.32085
"Cleburne, TX",32.34764,-97.38668
"Euless, TX",32.83707,-97.08195
"Fort Worth, TX",32.72541,-97.32085
"Grapevine, TX",32.93429,-97.07807
"Haltom City, TX",32.79957,-97.26918
"Hurst, TX",32.82346,-97.17057
"Keller, TX",32.93457,-97.25168
"Mansfield, TX",32.56319,-97.14168
"North Richland Hills, TX",32.8343,-97.2289
"Southlake, TX",32.94124,-97.13418
"Watauga, TX",32.85791,-97.25474
"Bismarck, ND",46.80833,-100.78374
"West Fargo, ND",46.87497,-96.90036
"Grand Forks, ND",47.92526,-97.03285
"Minot, ND",48.23251,-101.29627
"Henderson, NV",36.0397,-114.98194
"North Las Vegas, NV",36.19886,-115.1175
"North Las Vegas, NV",36.19886,-115.1175
"Paradise, NV",36.09719,-115.14666
"Spring Valley, NV",36.10803,-115.245
"Sunrise Manor, NV",36.21108,-115.07306
"Winchester, NV",36.12997,-115.11889
"Alexandria, VA",38.80484,-77.04692
"Annandale, VA",38.83039,-77.19637
"Arlington, VA",38.88101,-77.10428
"Burke, VA",38.79345,-77.27165
"Centreville, VA",38.84039,-77.42888
"Chantilly, VA",38.89428,-77.4311
"Dale City, VA",38.63706,-77.31109
"Fairfax, VA",38.84622,-77.30637
"Franconia, VA",38.78206,-77.14637
"Groveton, VA",38.76734,-77.0847
"Herndon, VA",38.96955,-77.3861
"Lake Ridge, VA",38.68789,-77.29776
"Leesburg, VA",39.11566,-77.5636
"Manassas, VA",38.75095,-77.47527
"McLean, VA",38.93428,-77.17748
"Mount Vernon, VA",38.71919,-77.10726
"Oakton, VA",38.88095,-77.30082
"Reston, VA",38.96872,-77.3411
"West Springfield, VA",38.77261,-77.22109
"West Springfield, VA",38.77261,-77.22109
"Charlotte, NC",35.22709,-80.84313
"Concord, NC",35.40888,-80.58158
"South Gastonia, NC",35.2193,-81.20563
"Huntersville, NC",35.41069,-80.84285
"Kannapolis, NC",35.48736,-80.62173
"Matthews, NC",35.11681,-80.72368
"Monroe, NC",34.98543,-80.54951
"Salisbury, NC",35.67097,-80.47423
"Statesville, NC",35.78264,-80.8873
"Athens, GA",33.96095,-83.37794
"Augusta, GA",33.47097,-81.97484
"Columbus, GA",32.46098,-84.98771
"Dalton, GA",34.7698,-84.97022
"La Grange, GA",33.03929,-85.03133
"Martinez, GA",33.51736,-82.07567
"Rome, GA",34.25704,-85.16467
"Benicia, CA",38.04937,-122.15858
"Eureka, CA",40.80207,-124.16367
"Fairfield, CA",38.24936,-122.03997
"Napa, CA",38.29714,-122.28553
"Petaluma, CA",38.23242,-122.63665
"Rohnert Park, CA",38.33964,-122.7011
"Santa Rosa, CA",38.44047,-122.71443
"Suisun, CA",38.23825,-122.04024
"Vacaville, CA",38.35658,-121.98774
"Vallejo, CA",38.10409,-122.25664
"Windsor, CA",38.54713,-122.81638
"Bellwood, IL",41.88142,-87.88312
"Berwyn, IL",41.85059,-87.79367
"Blue Island, IL",41.65726,-87.68005
"Burbank, IL",41.73392,-87.7795
"Calumet City, IL",41.61559,-87.52949
"Chicago Heights, IL",41.50615,-87.6356
"Cicero, IL",41.84559,-87.75394
"Dolton, IL",41.63892,-87.60727
"Elmwood Park, IL",41.92114,-87.80923
"Evergreen Park, IL",41.72059,-87.70172
"Harvey, IL",41.61003,-87.64671
"Lansing, IL",41.56476,-87.53893
"Maywood, IL",41.8792,-87.84312
"Melrose Park, IL",41.90059,-87.85673
"Oak Forest, IL",41.60281,-87.74394
"Oak Lawn, IL",41.71087,-87.75811
"Oak Park, IL",41.88503,-87.7845
"Orland Park, IL",41.63031,-87.85394
"Park Forest, IL",41.49142,-87.67449
"South Holland, IL",41.60087,-87.60699
"Tinley Park, IL",41.57337,-87.78449
"Council Bluffs, IA",41.26194,-95.86083
"Sioux City, IA",42.49999,-96.40031
"Alvin, TX",29.42385,-95.2441
"Atascocita, TX",29.99883,-95.1766
"Baytown, TX",29.7355,-94.97743
"Channelview, TX",29.77606,-95.11465
"Cloverleaf, TX",29.77828,-95.17188
"Deer Park, TX",29.70523,-95.12382
"Friendswood, TX",29.5294,-95.20104
"South Houston, TX",29.66301,-95.23549
"La Porte, TX",29.66578,-95.01937
"League City, TX",29.50745,-95.09493
"Mission Bend, TX",29.69384,-95.66495
"Missouri City, TX",29.61857,-95.53772
"Pasadena, TX",29.69106,-95.2091
"Pearland, TX",29.56357,-95.28605
"Rosenberg, TX",29.55718,-95.80856
"Spring, TX",30.07994,-95.41716
"Sugar Land, TX",29.61968,-95.63495
"The Woodlands, TX",30.15799,-95.48938
"Anaheim, CA",33.83529,-117.9145
"Brea, CA",33.91668,-117.90006
"Buena Park, CA",33.86751,-117.99812
"Cypress, CA",33.81696,-118.03729
"Fountain Valley, CA",33.70918,-117.95367
"Fullerton, CA",33.87029,-117.92534
"Garden Grove, CA",33.77391,-117.94145
"Huntington Beach, CA",33.6603,-117.99923
"Orange, CA",33.78779,-117.85311
"Placentia, CA",33.87224,-117.87034
"Santa Ana, CA",33.74557,-117.86783
"Stanton, CA",33.80252,-117.99312
"North Tustin, CA",33.76446,-117.79394
"Westminster, CA",33.75918,-118.00673
"Yorba Linda, CA",33.88863,-117.81311
"Eau Claire, WI",44.81135,-91.49849
"Stevens Point, WI",44.52358,-89.57456
"Superior, WI",46.72077,-92.10408
"Wausau, WI",44.95914,-89.63012
"Buffalo, NY",42.88645,-78.87837
"Cheektowaga, NY",42.90339,-78.75475
"Jamestown, NY",42.097,-79.23533
"South Lockport, NY",43.15006,-78.6967
"Niagara Falls, NY",43.0945,-79.05671
"North Tonawanda, NY",43.03867,-78.8642
"Tonawanda, NY",42.98499,-78.87798
"West Seneca, NY",42.85006,-78.79975
"Harrisburg, PA",40.2737,-76.88442
"Lancaster, PA",40.03788,-76.30551
"Lebanon, PA",40.34093,-76.41135
"York, PA",39.9626,-76.72774
"The Bronx, NY",40.84985,-73.86641
"Brooklyn, NY",40.6501,-73.94958
"New York City, NY",40.71427,-74.00597
"Borough of Queens, NY",40.68149,-73.83652
"Staten Island, NY",40.56233,-74.13986
"Colorado Springs, CO",38.83388,-104.82136
"Pueblo West, CO",38.35,-104.72275
"Security-Widefield, CO",38.74728,-104.71439
"Arvada, CO",39.80276,-105.08748
"Aurora, CO",39.72943,-104.83192
"Boulder, CO",40.01499,-105.27055
"Brighton, CO",39.98526,-104.82053
"Broomfield, CO",39.92054,-105.08665
"Castle Rock, CO",39.37221,-104.85609
"Castlewood, CO",39.58471,-104.90109
"Columbine, CO",39.58777,-105.06943
"Commerce City, CO",39.80832,-104.93387
"Denver, CO",39.73915,-104.9847
"Englewood, CO",39.64777,-104.98776
"Highlands Ranch, CO",39.55388,-104.96943
"Ken Caryl, CO",39.57582,-105.11221
"Lafayette, CO",39.9936,-105.08971
"Lakewood, CO",39.70471,-105.08137
"Littleton, CO",39.61332,-105.01665
"Longmont, CO",40.16721,-105.10193
"Loveland, CO",40.39776,-105.07498
"Northglenn, CO",39.88554,-104.9872
"Parker, CO",39.5186,-104.76136
"Southglenn, CO",39.58721,-104.95276
"Thornton, CO",39.86804,-104.97192
"Westminster, CO",39.83665,-105.0372
"Wheat Ridge, CO",39.7661,-105.07721
"Monroeville, PA",40.42118,-79.7881
"New Castle, PA",41.00367,-80.34701
"Plum, PA",40.50035,-79.74949
"Upper Saint Clair, PA",40.3359,-80.08339
"Henderson, NV",36.0397,-114.98194
"North Las Vegas, NV",36.19886,-115.1175
"North Las Vegas, NV",36.19886,-115.1175
"Paradise, NV",36.09719,-115.14666
"Spring Valley, NV",36.10803,-115.245
"Sunrise Manor, NV",36.21108,-115.07306
"Winchester, NV",36.12997,-115.11889
"Bayonet Point, FL",28.32667,-82.68343
"Clearwater, FL",27.96585,-82.8001
"Dunedin, FL",28.0199,-82.77323
"Holiday, FL",28.18779,-82.73955
"Largo, FL",27.90979,-82.78842
"Lealman, FL",27.82114,-82.67927
"Palm Harbor, FL",28.07807,-82.76371
"Pinellas Park, FL",27.8428,-82.69954
"Saint Petersburg, FL",27.77086,-82.67927
"Tarpon Springs, FL",28.14612,-82.75677
"Jackson, TN",35.61452,-88.81395
"Carteret, NJ",40.57733,-74.2282
"East Brunswick, NJ",40.42788,-74.41598
"Edison, NJ",40.51872,-74.4121
"Lakewood, NJ",40.09789,-74.21764
"West Long Branch, NJ",40.29039,-74.01764
"New Brunswick, NJ",40.48622,-74.45182
"East Brunswick, NJ",40.42788,-74.41598
"North Plainfield, NJ",40.6301,-74.42737
"South Old Bridge, NJ",40.40816,-74.35432
"Perth Amboy, NJ",40.50677,-74.26542
"Rahway, NJ",40.60816,-74.27765
"Sayreville, NJ",40.45927,-74.36098
"Somerset, NJ",40.4976,-74.48849
"Toms River, NJ",39.95373,-74.19792
"Ann Arbor, MI",42.27756,-83.74088
"Canton, MI",42.30865,-83.48216
"Garden City, MI",42.32559,-83.33104
"Livonia, MI",42.36837,-83.35271
"South Monroe, MI",41.89588,-83.41771
"Plymouth, MI",42.37143,-83.47021
"Romulus, MI",42.22226,-83.3966
"Southgate, MI",42.21393,-83.19381
"Westland, MI",42.3242,-83.40021
"Wyandotte, MI",42.21421,-83.14992
"Ypsilanti, MI",42.24115,-83.61299
"Austin, TX",30.26715,-97.74306
"Cedar Park, TX",30.5052,-97.82029
"Georgetown, TX",30.63269,-97.67723
"Round Rock, TX",30.50826,-97.6789
"San Marcos, TX",29.88327,-97.94139
"Athens, OH",39.32924,-82.10126
"Chillicothe, OH",39.33312,-82.9824
"Delaware, OH",40.29867,-83.06797
"Lancaster, OH",39.71368,-82.59933
"Marion, OH",40.58867,-83.12852
"Newark, OH",40.05812,-82.40126
"Portsmouth, OH",38.73174,-82.99767
"Zanesville, OH",39.94035,-82.01319
"Asheboro, NC",35.70791,-79.81364
"Burlington, NC",36.09569,-79.4378
"Greensboro, NC",36.07264,-79.79198
"High Point, NC",35.95569,-80.00532
"Winston-Salem, NC",36.09986,-80.24422
"Agoura Hills, CA",34.13639,-118.77453
"Burbank, CA",34.18084,-118.30897
"Calabasas, CA",34.15778,-118.63842
"North Glendale, CA",34.16056,-118.26452
"La Cañada Flintridge, CA",34.19917,-118.18785
"San Fernando, CA",34.28195,-118.43897
"Coconut Creek, FL",26.25175,-80.17894
"Cooper City, FL",26.05731,-80.27172
"Coral Springs, FL",26.27119,-80.2706
"Dania Beach, FL",26.05231,-80.14393
"Davie, FL",26.06287,-80.2331
"Deerfield Beach, FL",26.31841,-80.09977
"Fort Lauderdale, FL",26.12231,-80.14338
"Hallandale Beach, FL",25.9812,-80.14838
"Hollywood, FL",26.0112,-80.14949
"Lauderdale Lakes, FL",26.16647,-80.20838
"Lauderhill, FL",26.14036,-80.21338
"Margate, FL",26.24453,-80.20644
"North Lauderdale, FL",26.2173,-80.22588
"Pembroke Pines, FL",26.00315,-80.22394
"Plantation, FL",26.13421,-80.23184
"Pompano Beach, FL",26.23786,-80.12477
"Sunrise, FL",26.13397,-80.1131
"Tamarac, FL",26.21286,-80.24977
"Weston, FL",26.10037,-80.39977
"Chesapeake, VA",36.81904,-76.27494
"Hampton, VA",37.02987,-76.34522
"Newport News, VA",36.97876,-76.428
"Norfolk, VA",36.84681,-76.28522
"Portsmouth, VA",36.83543,-76.29827
"Suffolk, VA",36.72836,-76.58496
"Virginia Beach, VA",36.85293,-75.97799
"Apple Valley, CA",34.50083,-117.18588
"Barstow, CA",34.89859,-117.02282
"Brawley, CA",32.97866,-115.53027
"Calexico, CA",32.67895,-115.49888
"Carlsbad, CA",33.15809,-117.35059
"Cathedral City, CA",33.77974,-116.46529
"Coachella, CA",33.6803,-116.17389
"El Centro, CA",32.792,-115.56305
"Encinitas, CA",33.03699,-117.29198
"Escondido, CA",33.11921,-117.08642
"Fallbrook, CA",33.37642,-117.25115
"Hesperia, CA",34.42639,-117.30088
"Indio, CA",33.7207,-116.21677
"La Quinta, CA",33.66336,-116.31001
"Oceanside, CA",33.19587,-117.37948
"Palm Desert, CA",33.72255,-116.37697
"Palm Springs, CA",33.8303,-116.54529
"Ridgecrest, CA",35.62246,-117.6709
"San Marcos, CA",33.14337,-117.16614
"Victorville, CA",34.53611,-117.29116
"Vista, CA",33.20004,-117.24254
"Athens, GA",33.96095,-83.37794
"Augusta, GA",33.47097,-81.97484
"Columbus, GA",32.46098,-84.98771
"Dalton, GA",34.7698,-84.97022
"La Grange, GA",33.03929,-85.03133
"Martinez, GA",33.51736,-82.07567
"Rome, GA",34.25704,-85.16467
"Blaine, MN",45.1608,-93.23495
"Brooklyn Center, MN",45.07608,-93.33273
"Brooklyn Park, MN",45.09413,-93.35634
"Champlin, MN",45.18885,-93.39745
"West Coon Rapids, MN",45.15969,-93.34967
"Fridley, MN",45.08608,-93.26328
"Maple Grove, MN",45.07246,-93.45579
"New Hope, MN",45.03802,-93.38662
"Plymouth, MN",45.01052,-93.45551
"Anderson, IN",40.10532,-85.68025
"Kokomo, IN",40.48643,-86.1336
"West Lafayette, IN",40.42587,-86.90807
"Marion, IN",40.55837,-85.65914
"Muncie, IN",40.19338,-85.38636
"Richmond, IN",39.82894,-84.89024
"West Lafayette, IN",40.42587,-86.90807
"Clinton, MS",32.34153,-90.32176
"West Hattiesburg, MS",31.31906,-89.37506
"Jackson, MS",32.29876,-90.18481
"Meridian, MS",32.36431,-88.70366
"Pearl, MS",32.27459,-90.13203
"Ridgeland, MS",32.42848,-90.13231
"Vicksburg, MS",32.35265,-90.87788
"Alpharetta, GA",34.07538,-84.29409
"Atlanta, GA",33.749,-84.38798
"College Park, GA",33.65344,-84.44937
"Douglasville, GA",33.7515,-84.74771
"Duluth, GA",34.00288,-84.14464
"Dunwoody, GA",33.94621,-84.33465
"Forest Park, GA",33.62205,-84.36909
"Gainesville, GA",34.29788,-83.82407
"Griffin, GA",33.24678,-84.26409
"Kennesaw, GA",34.02343,-84.61549
"Lawrenceville, GA",33.95621,-83.98796
"Mableton, GA",33.81872,-84.58243
"Marietta, GA",33.9526,-84.54993
"Atlanta, GA",33.749,-84.38798
"Peachtree City, GA",33.39678,-84.59576
"Redan, GA",33.74538,-84.13158
"Roswell, GA",34.02316,-84.36159
"Sandy Springs, GA",33.92427,-84.37854
"Smyrna, GA",33.88399,-84.51438
"Tucker, GA",33.85455,-84.21714
"Fort Pierce South, FL",27.40962,-80.35483
"Palm City, FL",27.16783,-80.26616
"Port Saint Lucie, FL",27.29393,-80.35033
"Vero Beach South, FL",27.61638,-80.41308
"West Chicago, IL",41.88475,-88.20396
"Attleboro, MA",41.94454,-71.28561
"Barnstable, MA",41.70011,-70.29947
"Brockton, MA",42.08343,-71.01838
"Fall River, MA",41.70149,-71.15505
"Framingham, MA",42.27926,-71.41617
"Franklin, MA",42.08343,-71.39673
"Marlborough, MA",42.34593,-71.55229
"Milford, MA",42.13982,-71.51617
"New Bedford, MA",41.63622,-70.93421
"Taunton, MA",41.9001,-71.08977
"Worcester, MA",42.26259,-71.80229
"Carson City, NV",39.1638,-119.7674
"Pahrump, NV",36.20829,-115.98391
"Reno, NV",39.52963,-119.8138
"Sparks, NV",39.53491,-119.75269
"Belvidere, IL",42.26391,-88.84427
"Crystal Lake, IL",42.24113,-88.3162
"DeKalb, IL",41.92947,-88.75036
"Freeport, IL",42.29669,-89.62123
