Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
Nuevo Parangaricutiro,Hombre,7521.0,41.0,5.0,6256.0,2518.0
Paracho,Mujer,6826.0,31.0,5.0,5481.0,2014.0
Paracho,Hombre,6329.0,39.0,5.0,5493.0,1925.0
La Piedad,Mujer,5675.0,37.0,5.0,5097.0,2329.0
La Piedad,Hombre,9332.0,40.0,5.0,6297.0,3119.0
Quiroga,Mujer,7089.0,33.0,5.0,4129.0,2016.0
Quiroga,Hombre,6561.0,41.0,5.0,4746.0,2004.0
Sahuayo,Mujer,8115.0,37.0,5.0,3839.0,1884.0
Sahuayo,Hombre,8916.0,42.0,5.0,6019.0,1919.0
Salvador Escalante,Mujer,4043.0,36.0,5.0,3654.0,1336.0
Salvador Escalante,Hombre,5124.0,42.0,5.0,4412.0,1347.0
Tingambato,Mujer,4498.0,34.0,5.0,4252.0,1929.0
Tingambato,Hombre,5985.0,39.0,5.0,6204.0,1939.0
Tlalpujahua,Mujer,3797.0,35.0,5.0,4327.0,1466.0
Tlalpujahua,Hombre,4892.0,41.0,5.0,4397.0,1596.0
Villamar,Mujer,5008.0,39.0,5.0,4121.0,1931.0
Villamar,Hombre,4877.0,40.0,5.0,6134.0,1894.0
Zamora,Mujer,8177.0,37.0,5.0,5347.0,2278.0
Zamora,Hombre,9751.0,42.0,5.0,7157.0,2490.0
Zináparo,Mujer,2148.0,30.0,5.0,2652.0,967.0
Zináparo,Hombre,2328.0,39.0,5.0,5237.0,1020.0
Atlatlahucan,Mujer,1347.0,37.0,5.0,2240.0,593.0
Atlatlahucan,Hombre,2029.0,43.0,5.0,3719.0,662.0
Huitzilac,Mujer,1121.0,38.0,5.0,1302.0,470.0
Huitzilac,Hombre,1489.0,45.0,5.0,2339.0,537.0
Tepoztlán,Mujer,2011.0,37.0,5.0,1746.0,691.0
Tepoztlán,Hombre,2193.0,42.0,5.0,3115.0,591.0
Tetela del Volcán,Mujer,1665.0,37.0,4.0,1744.0,601.0
Tetela del Volcán,Hombre,1673.0,43.0,5.0,2402.0,599.0
Tlayacapan,Mujer,2124.0,36.0,4.0,1964.0,637.0
Tlayacapan,Hombre,1748.0,44.0,5.0,2403.0,600.0
General Zaragoza,Mujer,809.0,32.0,4.0,3004.0,391.0
General Zaragoza,Hombre,1185.0,38.0,4.0,4038.0,474.0
Melchor Ocampo,Mujer,8761.0,40.0,5.0,2460.0,3363.0
Melchor Ocampo,Hombre,9017.0,47.0,5.0,3336.0,3258.0
Acatlán de Pérez Figueroa,Mujer,4053.0,31.0,4.0,2715.0,1556.0
Acatlán de Pérez Figueroa,Hombre,2736.0,46.0,5.0,4110.0,1013.0
Ciudad Ixtepec,Mujer,2111.0,30.0,5.0,2562.0,1063.0
Ciudad Ixtepec,Hombre,2791.0,43.0,5.0,4604.0,1152.0
Cuilápam de Guerrero,Mujer,4341.0,35.0,5.0,3374.0,1638.0
Cuilápam de Guerrero,Hombre,4886.0,47.0,5.0,4450.0,1755.0
Chahuites,Mujer,2321.0,33.0,4.0,2275.0,825.0
Chahuites,Hombre,1381.0,38.0,5.0,3473.0,730.0
Heroica Ciudad de Ejutla de Crespo,Mujer,3468.0,31.0,5.0,2355.0,1177.0
Heroica Ciudad de Ejutla de Crespo,Hombre,2727.0,49.0,5.0,5222.0,1055.0
Guevea de Humboldt,Mujer,2736.0,24.0,4.0,2254.0,1235.0
Guevea de Humboldt,Hombre,1288.0,38.0,5.0,2613.0,892.0
Huautla de Jiménez,Mujer,3234.0,36.0,5.0,2468.0,1017.0
Huautla de Jiménez,Hombre,2383.0,43.0,5.0,3049.0,875.0
Nejapa de Madero,Mujer,1797.0,39.0,5.0,2933.0,881.0
Nejapa de Madero,Hombre,1453.0,38.0,5.0,4995.0,851.0
San Agustín de las Juntas,Mujer,1851.0,35.0,4.0,3346.0,707.0
San Agustín de las Juntas,Hombre,2004.0,43.0,5.0,4476.0,703.0
San Agustín Yatareni,Mujer,358.0,35.0,5.0,2408.0,152.0
San Agustín Yatareni,Hombre,412.0,47.0,5.0,3339.0,155.0
San Andrés Huayápam,Mujer,420.0,37.0,5.0,4540.0,177.0
San Andrés Huayápam,Hombre,438.0,41.0,5.0,5063.0,184.0
San Bartolo Coyotepec,Mujer,1412.0,38.0,5.0,3832.0,470.0
San Bartolo Coyotepec,Hombre,1000.0,38.0,4.0,4116.0,407.0
San Dionisio Ocotepec,Mujer,4209.0,31.0,5.0,1627.0,1138.0
San Dionisio Ocotepec,Hombre,2031.0,39.0,4.0,3162.0,791.0
San Francisco Sola,Mujer,4686.0,29.0,4.0,1989.0,1750.0
San Francisco Sola,Hombre,3278.0,48.0,5.0,4105.0,1437.0
San Jacinto Amilpas,Mujer,895.0,38.0,5.0,4224.0,244.0
San Jacinto Amilpas,Hombre,837.0,41.0,5.0,5078.0,246.0
San Lucas Ojitlán,Mujer,2150.0,32.0,4.0,2439.0,729.0
San Lucas Ojitlán,Hombre,1502.0,42.0,5.0,4223.0,634.0
San Mateo Sindihui,Mujer,2810.0,39.0,5.0,1470.0,1248.0
San Mateo Sindihui,Hombre,1560.0,39.0,4.0,3371.0,946.0
San Pablo Etla,Mujer,684.0,35.0,4.0,3836.0,255.0
San Pablo Etla,Hombre,723.0,45.0,5.0,5313.0,261.0
San Pedro Pochutla,Mujer,4057.0,35.0,5.0,3027.0,1246.0
San Pedro Pochutla,Hombre,4200.0,45.0,5.0,3723.0,1330.0
San Sebastián Tecomaxtlahuaca,Mujer,3604.0,30.0,4.0,2655.0,1371.0
San Sebastián Tecomaxtlahuaca,Hombre,2198.0,44.0,5.0,3958.0,1105.0
San Sebastián Tutla,Mujer,898.0,35.0,4.0,4117.0,235.0
San Sebastián Tutla,Hombre,793.0,43.0,5.0,4717.0,224.0
San Simón Zahuatlán,Mujer,9037.0,33.0,6.0,537.0,2245.0
San Simón Zahuatlán,Hombre,8174.0,49.0,6.0,2127.0,2157.0
Santa Cruz Amilpas,Mujer,674.0,35.0,4.0,4071.0,223.0
Santa Cruz Amilpas,Hombre,847.0,43.0,5.0,4229.0,246.0
Santa Cruz Zenzontepec,Mujer,1848.0,30.0,4.0,1847.0,1047.0
Santa Cruz Zenzontepec,Hombre,1307.0,40.0,5.0,3705.0,953.0
Santa Lucía del Camino,Mujer,2374.0,38.0,5.0,3795.0,404.0
Santa Lucía del Camino,Hombre,2548.0,43.0,5.0,4907.0,427.0
Santa María Atzompa,Mujer,1512.0,40.0,5.0,3628.0,316.0
Santa María Atzompa,Hombre,1284.0,44.0,5.0,4425.0,288.0
Santa María Coyotepec,Mujer,253.0,40.0,5.0,2906.0,135.0
Santa María Coyotepec,Hombre,266.0,45.0,5.0,4323.0,140.0
Santa María del Tule,Mujer,620.0,36.0,5.0,4314.0,196.0
Santa María del Tule,Hombre,541.0,41.0,5.0,4764.0,188.0
Santa María Guelacé,Mujer,3943.0,34.0,5.0,1849.0,1396.0
Santa María Guelacé,Hombre,2497.0,42.0,5.0,4706.0,1099.0
Santa María Huatulco,Mujer,1976.0,38.0,5.0,4337.0,757.0
Santa María Huatulco,Hombre,1516.0,45.0,5.0,5513.0,669.0
Santiago Apóstol,Mujer,3660.0,39.0,5.0,1748.0,875.0
Santiago Apóstol,Hombre,835.0,46.0,5.0,3423.0,479.0
Santiago Zacatepec,Mujer,1506.0,34.0,5.0,946.0,869.0
Santiago Zacatepec,Hombre,1078.0,48.0,5.0,3772.0,679.0
Santo Domingo Tomaltepec,Mujer,314.0,35.0,5.0,2612.0,130.0
Santo Domingo Tomaltepec,Hombre,401.0,43.0,5.0,4441.0,149.0
Santos Reyes Nopala,Mujer,4522.0,39.0,5.0,2793.0,1253.0
Santos Reyes Nopala,Hombre,3143.0,42.0,5.0,4917.0,1046.0
Tataltepec de Valdés,Mujer,4694.0,29.0,5.0,2149.0,1599.0
Tataltepec de Valdés,Hombre,1705.0,40.0,5.0,3763.0,1014.0
Acatzingo,Mujer,6159.0,37.0,5.0,3367.0,2195.0
Acatzingo,Hombre,5285.0,44.0,5.0,4742.0,2058.0
Atempan,Mujer,6777.0,37.0,5.0,3576.0,1907.0
Atempan,Hombre,6403.0,44.0,5.0,3303.0,1856.0
Coronango,Mujer,2138.0,37.0,5.0,2616.0,550.0
Coronango,Hombre,3199.0,45.0,5.0,3204.0,656.0
Cuautlancingo,Mujer,3267.0,37.0,5.0,4064.0,942.0
Cuautlancingo,Hombre,5391.0,44.0,5.0,5154.0,1175.0
Chiconcuautla,Mujer,2575.0,31.0,5.0,1543.0,1351.0
Chiconcuautla,Hombre,2183.0,39.0,4.0,2492.0,1224.0
Chilchotla,Mujer,3942.0,27.0,4.0,1749.0,1571.0
Chilchotla,Hombre,5612.0,45.0,5.0,2893.0,2169.0
Quimixtlán,Mujer,2139.0,32.0,5.0,1825.0,1119.0
Quimixtlán,Hombre,2995.0,41.0,5.0,1991.0,1248.0
Santa Isabel Cholula,Mujer,4457.0,37.0,5.0,917.0,1540.0
Santa Isabel Cholula,Hombre,2859.0,50.0,5.0,4845.0,1325.0
Tetela de Ocampo,Mujer,2351.0,29.0,4.0,1673.0,1063.0
Tetela de Ocampo,Hombre,2522.0,40.0,5.0,2500.0,1156.0
Tlaola,Mujer,3097.0,28.0,4.0,1466.0,1301.0
Tlaola,Hombre,4774.0,40.0,5.0,2413.0,2435.0
Xiutetelco,Mujer,6876.0,37.0,5.0,2543.0,2062.0
Xiutetelco,Hombre,6607.0,46.0,5.0,3296.0,1949.0
Yaonáhuac,Mujer,5018.0,38.0,5.0,2255.0,1594.0
Yaonáhuac,Hombre,3311.0,48.0,5.0,4298.0,1309.0
Zoquitlán,Mujer,2680.0,26.0,5.0,685.0,1243.0
Zoquitlán,Hombre,2208.0,44.0,5.0,2311.0,1123.0
Landa de Matamoros,Mujer,1334.0,32.0,4.0,2711.0,486.0
Landa de Matamoros,Hombre,1741.0,45.0,5.0,3643.0,535.0
Matlapa,Mujer,1422.0,27.0,4.0,1529.0,553.0
Matlapa,Hombre,1617.0,39.0,4.0,2886.0,596.0
El Naranjo,Mujer,1429.0,32.0,5.0,3679.0,614.0
El Naranjo,Hombre,1808.0,40.0,5.0,4758.0,681.0
Amaxac de Guerrero,Mujer,784.0,35.0,4.0,3503.0,275.0
Amaxac de Guerrero,Hombre,915.0,42.0,5.0,4469.0,294.0
Apetatitlán de Antonio Carvajal,Mujer,855.0,35.0,4.0,3740.0,279.0
Apetatitlán de Antonio Carvajal,Hombre,946.0,41.0,4.0,4503.0,297.0
Cuaxomulco,Mujer,466.0,37.0,5.0,2666.0,199.0
Cuaxomulco,Hombre,540.0,41.0,5.0,5146.0,207.0
Mazatecochco de José María Morelos,Mujer,1043.0,35.0,4.0,2826.0,269.0
Mazatecochco de José María Morelos,Hombre,1303.0,38.0,4.0,3193.0,310.0
Contla de Juan Cuamatzi,Mujer,2288.0,35.0,4.0,3361.0,375.0
Contla de Juan Cuamatzi,Hombre,3239.0,39.0,4.0,4022.0,437.0
Sanctórum de Lázaro Cárdenas,Mujer,541.0,40.0,5.0,3584.0,230.0
Sanctórum de Lázaro Cárdenas,Hombre,679.0,44.0,5.0,2556.0,258.0
Acuamanala de Miguel Hidalgo,Mujer,619.0,39.0,5.0,2927.0,220.0
Acuamanala de Miguel Hidalgo,Hombre,753.0,44.0,5.0,3209.0,246.0
Teolocholco,Mujer,1388.0,37.0,5.0,3391.0,324.0
Teolocholco,Hombre,1522.0,41.0,5.0,4147.0,326.0
Tocatlán,Mujer,753.0,37.0,5.0,3215.0,251.0
Tocatlán,Hombre,807.0,43.0,5.0,3597.0,257.0
Ziltlaltépec de Trinidad Sánchez Santos,Mujer,796.0,32.0,5.0,2415.0,285.0
Ziltlaltépec de Trinidad Sánchez Santos,Hombre,734.0,46.0,5.0,3598.0,287.0
San Jerónimo Zacualpan,Mujer,408.0,32.0,4.0,2872.0,191.0
San Jerónimo Zacualpan,Hombre,430.0,38.0,4.0,3725.0,196.0
San Lorenzo Axocomanitla,Mujer,587.0,35.0,4.0,2905.0,225.0
San Lorenzo Axocomanitla,Hombre,597.0,43.0,5.0,3782.0,220.0
Santa Isabel Xiloxoxtla,Mujer,462.0,40.0,5.0,2917.0,205.0
Santa Isabel Xiloxoxtla,Hombre,535.0,46.0,5.0,4125.0,218.0
Atoyac,Mujer,4058.0,39.0,5.0,3194.0,1816.0
Atoyac,Hombre,6072.0,43.0,5.0,4455.0,2104.0
Camerino Z. Mendoza,Mujer,4110.0,37.0,4.0,3024.0,2766.0
Camerino Z. Mendoza,Hombre,5462.0,41.0,4.0,3227.0,3164.0
Coatzintla,Mujer,6959.0,35.0,4.0,6508.0,3687.0
Coatzintla,Hombre,6501.0,44.0,5.0,5222.0,3346.0
Cosamaloapan de Carpio,Mujer,3982.0,39.0,5.0,3667.0,1678.0
Cosamaloapan de Carpio,Hombre,3985.0,46.0,5.0,4237.0,1705.0
Fortín,Mujer,5288.0,39.0,5.0,2785.0,2390.0
Fortín,Hombre,6841.0,44.0,5.0,4029.0,3016.0
Huatusco,Mujer,5181.0,36.0,4.0,2788.0,2093.0
Huatusco,Hombre,5343.0,44.0,5.0,3905.0,2142.0
Huiloapan de Cuauhtémoc,Mujer,2847.0,39.0,6.0,1901.0,1802.0
Huiloapan de Cuauhtémoc,Hombre,2737.0,47.0,5.0,5176.0,1808.0
Ixhuatlán del Café,Mujer,4420.0,39.0,5.0,1848.0,2061.0
Ixhuatlán del Café,Hombre,4432.0,48.0,5.0,4294.0,1972.0
Ixhuatlancillo,Mujer,4738.0,27.0,4.0,2843.0,2482.0
Ixhuatlancillo,Hombre,2826.0,48.0,5.0,5123.0,1886.0
Ixtaczoquitlán,Mujer,5198.0,39.0,5.0,2477.0,2791.0
Ixtaczoquitlán,Hombre,7695.0,45.0,5.0,3844.0,3420.0
Mariano Escobedo,Mujer,5756.0,39.0,5.0,3108.0,2566.0
Mariano Escobedo,Hombre,3824.0,47.0,5.0,4325.0,2238.0
Papantla,Mujer,4059.0,36.0,4.0,3542.0,1582.0
Papantla,Hombre,3662.0,39.0,4.0,4590.0,1410.0
Poza Rica de Hidalgo,Mujer,8462.0,38.0,5.0,3979.0,3352.0
Poza Rica de Hidalgo,Hombre,9055.0,44.0,5.0,5163.0,3317.0
Río Blanco,Mujer,4644.0,38.0,5.0,2844.0,2911.0
Río Blanco,Hombre,4850.0,46.0,5.0,4623.0,2912.0
Soconusco,Mujer,2879.0,38.0,5.0,4261.0,1321.0
Soconusco,Hombre,2341.0,49.0,5.0,4627.0,1160.0
Tecolutla,Mujer,7582.0,44.0,5.0,2909.0,3192.0
Tecolutla,Hombre,6972.0,43.0,5.0,3376.0,3102.0
Ursulo Galván,Mujer,4528.0,37.0,5.0,3658.0,1873.0
Ursulo Galván,Hombre,5323.0,41.0,5.0,4426.0,1900.0
Zentla,Mujer,4819.0,36.0,4.0,2003.0,1915.0
Zentla,Hombre,3164.0,47.0,5.0,3677.0,1659.0
Nanchital de Lázaro Cárdenas del Río,Mujer,4238.0,38.0,5.0,4822.0,1804.0
Nanchital de Lázaro Cárdenas del Río,Hombre,6019.0,51.0,5.0,5318.0,2099.0
Sanahcat,Mujer,725.0,24.0,4.0,1864.0,287.0
Sanahcat,Hombre,1085.0,42.0,5.0,4149.0,375.0
Seyé,Mujer,1027.0,31.0,5.0,2652.0,459.0
Seyé,Hombre,2028.0,44.0,5.0,4061.0,581.0
Tekax,Mujer,3624.0,28.0,4.0,3102.0,799.0
Tekax,Hombre,2325.0,42.0,5.0,4541.0,696.0
Tixcacalcupul,Mujer,3729.0,30.0,5.0,1251.0,737.0
Tixcacalcupul,Hombre,1496.0,45.0,5.0,2764.0,541.0
Ucú,Mujer,886.0,34.0,5.0,3135.0,349.0
Ucú,Hombre,1027.0,44.0,5.0,3439.0,363.0
Tlaltenango de Sánchez Román,Mujer,1078.0,36.0,5.0,3956.0,457.0
Tlaltenango de Sánchez Román,Hombre,1388.0,44.0,5.0,5150.0,519.0
Vicente Guerrero,Mujer,2797.0,40.0,5.0,4506.0,686.0
Vicente Guerrero,Hombre,2357.0,43.0,5.0,5491.0,659.0
Cuautepec,Mujer,3058.0,32.0,4.0,2769.0,1239.0
Cuautepec,Hombre,2010.0,41.0,5.0,4960.0,1018.0
General Heliodoro Castillo,Mujer,1482.0,42.0,6.0,2158.0,814.0
General Heliodoro Castillo,Hombre,789.0,31.0,4.0,3755.0,697.0
Leonardo Bravo,Mujer,10052.0,48.0,6.0,1862.0,1994.0
Leonardo Bravo,Hombre,1976.0,43.0,5.0,2890.0,949.0
Xalpatláhuac,Mujer,3219.0,38.0,6.0,2673.0,955.0
Xalpatláhuac,Hombre,1228.0,33.0,5.0,2449.0,728.0
Tequila,Mujer,6398.0,33.0,5.0,3875.0,2151.0
Tequila,Hombre,6026.0,40.0,5.0,5130.0,2025.0
Temascalcingo,Mujer,3366.0,39.0,5.0,1485.0,1811.0
Temascalcingo,Hombre,7035.0,45.0,5.0,2817.0,3923.0
Tepetlaoxtoc,Mujer,4233.0,42.0,5.0,2540.0,2624.0
Tepetlaoxtoc,Hombre,4679.0,49.0,6.0,3957.0,2779.0
Mazatepec,Mujer,979.0,35.0,5.0,2566.0,434.0
Mazatepec,Hombre,795.0,45.0,5.0,2545.0,402.0
Miahuatlán de Porfirio Díaz,Mujer,4012.0,35.0,5.0,3092.0,1193.0
Miahuatlán de Porfirio Díaz,Hombre,3716.0,43.0,5.0,4616.0,1215.0
Santa María Ecatepec,Mujer,1972.0,28.0,4.0,1274.0,1051.0
Santa María Ecatepec,Hombre,1829.0,45.0,5.0,2263.0,971.0
Santiago Jocotepec,Mujer,5639.0,25.0,4.0,614.0,2007.0
Santiago Jocotepec,Hombre,1651.0,37.0,5.0,2009.0,1177.0
Teotitlán del Valle,Mujer,4611.0,36.0,5.0,1628.0,1082.0
Teotitlán del Valle,Hombre,3172.0,43.0,5.0,3047.0,860.0
Izúcar de Matamoros,Mujer,7964.0,35.0,5.0,2670.0,2571.0
Izúcar de Matamoros,Hombre,7883.0,42.0,5.0,3805.0,2761.0
San Miguel Xoxtla,Mujer,1046.0,38.0,5.0,2704.0,454.0
San Miguel Xoxtla,Hombre,1168.0,44.0,5.0,4786.0,441.0
Banderilla,Mujer,4847.0,39.0,4.0,3101.0,3178.0
Banderilla,Hombre,8438.0,48.0,5.0,3999.0,4215.0
Juan Aldama,Mujer,1396.0,35.0,4.0,3168.0,474.0
Juan Aldama,Hombre,1365.0,40.0,5.0,3545.0,492.0
Santa Catalina Quierí,Mujer,2161.0,32.0,6.0,1177.0,1111.0
Santa Catalina Quierí,Hombre,1126.0,44.0,5.0,1168.0,815.0
Alto Lucero de Gutiérrez Barrios,Mujer,4675.0,33.0,5.0,2304.0,2205.0
Alto Lucero de Gutiérrez Barrios,Hombre,4208.0,44.0,5.0,3124.0,2111.0
Chicontepec,Mujer,6454.0,36.0,4.0,3720.0,2118.0
Chicontepec,Hombre,3657.0,42.0,5.0,3724.0,1663.0
Candela,Mujer,583.0,30.0,4.0,4071.0,303.0
Candela,Hombre,1006.0,41.0,4.0,4444.0,377.0
Cuatro Ciénegas,Mujer,1126.0,34.0,4.0,5182.0,490.0
Cuatro Ciénegas,Hombre,2709.0,43.0,5.0,5592.0,646.0
Azoyú,Mujer,1762.0,29.0,5.0,2199.0,862.0
Azoyú,Hombre,963.0,50.0,5.0,4809.0,660.0
Lolotla,Mujer,1138.0,28.0,4.0,1555.0,684.0
Lolotla,Hombre,1404.0,43.0,5.0,3229.0,778.0
Omitlán de Juárez,Mujer,2018.0,36.0,5.0,2823.0,978.0
Omitlán de Juárez,Hombre,2717.0,45.0,5.0,3726.0,1070.0
Cuautitlán de García Barragán,Mujer,3644.0,31.0,5.0,3480.0,1683.0
Cuautitlán de García Barragán,Hombre,3322.0,37.0,5.0,4631.0,1643.0
Tamazula de Gordiano,Mujer,5554.0,33.0,5.0,3612.0,1947.0
Tamazula de Gordiano,Hombre,5471.0,41.0,5.0,5799.0,1932.0
Jiquipilco,Mujer,5154.0,39.0,5.0,2454.0,2212.0
Jiquipilco,Hombre,8065.0,46.0,5.0,3230.0,2641.0
Higueras,Mujer,962.0,30.0,4.0,2596.0,380.0
Higueras,Hombre,1133.0,45.0,5.0,4043.0,394.0
El Espinal,Mujer,2153.0,36.0,4.0,4080.0,807.0
El Espinal,Hombre,2326.0,39.0,5.0,5341.0,858.0
San Juan Bautista Coixtlahuaca,Mujer,2419.0,38.0,6.0,407.0,1016.0
San Juan Bautista Coixtlahuaca,Hombre,1494.0,39.0,5.0,1365.0,804.0
San Pedro y San Pablo Tequixtepec,Mujer,2812.0,30.0,4.0,2692.0,1008.0
San Pedro y San Pablo Tequixtepec,Hombre,2116.0,37.0,5.0,2038.0,896.0
Santa Lucía Ocotlán,Mujer,2089.0,29.0,5.0,747.0,786.0
Santa Lucía Ocotlán,Hombre,1933.0,49.0,5.0,4384.0,688.0
Santiago Yosondúa,Mujer,1454.0,27.0,4.0,1062.0,804.0
Santiago Yosondúa,Hombre,1619.0,37.0,5.0,1941.0,853.0
Rosario,Mujer,2478.0,34.0,4.0,4293.0,1060.0
Rosario,Hombre,3327.0,40.0,5.0,5120.0,1192.0
Nuevo Morelos,Mujer,1542.0,31.0,4.0,2451.0,614.0
Nuevo Morelos,Hombre,1026.0,26.0,3.0,3290.0,487.0
Maltrata,Mujer,3023.0,35.0,5.0,2311.0,1562.0
Maltrata,Hombre,4692.0,44.0,5.0,3353.0,1996.0
Chichimilá,Mujer,2565.0,31.0,5.0,2168.0,628.0
Chichimilá,Hombre,1155.0,41.0,5.0,3520.0,446.0
Dzidzantún,Mujer,1570.0,29.0,4.0,3802.0,632.0
Dzidzantún,Hombre,2132.0,38.0,4.0,4959.0,788.0
Atolinga,Mujer,421.0,25.0,6.0,1793.0,245.0
Atolinga,Hombre,579.0,37.0,5.0,1960.0,259.0
Concepción del Oro,Mujer,971.0,32.0,5.0,3016.0,439.0
Concepción del Oro,Hombre,1619.0,48.0,5.0,4756.0,560.0
El Bosque,Mujer,4423.0,36.0,5.0,1534.0,2139.0
El Bosque,Hombre,2175.0,46.0,5.0,4377.0,1361.0
Ixcateopan de Cuauhtémoc,Mujer,1936.0,34.0,5.0,2859.0,942.0
Ixcateopan de Cuauhtémoc,Hombre,1570.0,33.0,5.0,3401.0,828.0
Tlanchinol,Mujer,2484.0,32.0,4.0,3070.0,1061.0
Tlanchinol,Hombre,2608.0,43.0,4.0,4171.0,1103.0
Colotlán,Mujer,2406.0,34.0,5.0,3143.0,1131.0
Colotlán,Hombre,2407.0,37.0,5.0,4017.0,1132.0
Charo,Mujer,3161.0,37.0,5.0,4063.0,1696.0
Charo,Hombre,4110.0,40.0,5.0,5564.0,1706.0
San Pedro Amuzgos,Mujer,4145.0,32.0,5.0,1826.0,1017.0
San Pedro Amuzgos,Hombre,1055.0,42.0,4.0,2968.0,613.0
Santiago Tamazola,Mujer,2655.0,27.0,4.0,1272.0,1061.0
Santiago Tamazola,Hombre,985.0,32.0,5.0,1416.0,665.0
Huauchinango,Mujer,6224.0,39.0,5.0,3348.0,1892.0
Huauchinango,Hombre,6013.0,41.0,5.0,3935.0,1898.0
Baca,Mujer,1677.0,34.0,5.0,2820.0,583.0
Baca,Hombre,1636.0,39.0,5.0,3837.0,580.0
Tixpéhual,Mujer,898.0,33.0,4.0,4169.0,447.0
Tixpéhual,Hombre,1040.0,49.0,5.0,5440.0,448.0
Tenejapa,Mujer,1311.0,36.0,6.0,587.0,636.0
Tenejapa,Hombre,913.0,48.0,6.0,2256.0,547.0
Tixtla de Guerrero,Mujer,5103.0,33.0,5.0,3320.0,1784.0
Tixtla de Guerrero,Hombre,3941.0,42.0,5.0,3957.0,1504.0
Nuevo Urecho,Mujer,972.0,37.0,5.0,3000.0,699.0
Nuevo Urecho,Hombre,1376.0,44.0,5.0,3573.0,846.0
San Francisco Cahuacuá,Mujer,2850.0,35.0,5.0,722.0,1001.0
San Francisco Cahuacuá,Hombre,742.0,53.0,6.0,766.0,563.0
Santa María Zaniza,Mujer,599.0,33.0,6.0,421.0,482.0
Santa María Zaniza,Hombre,447.0,70.0,7.0,750.0,447.0
Pijijiapan,Mujer,3163.0,40.0,5.0,4402.0,1168.0
Pijijiapan,Hombre,4806.0,42.0,5.0,5321.0,1352.0
Súchil,Mujer,614.0,32.0,4.0,2001.0,318.0
Súchil,Hombre,460.0,40.0,5.0,2698.0,270.0
Ameca,Mujer,5355.0,32.0,5.0,3696.0,2005.0
Ameca,Hombre,4545.0,36.0,5.0,5016.0,1879.0
La Huerta,Mujer,1903.0,31.0,5.0,2359.0,1111.0
La Huerta,Hombre,3114.0,40.0,5.0,4197.0,1411.0
San Martín de Bolaños,Mujer,426.0,39.0,5.0,4285.0,206.0
San Martín de Bolaños,Hombre,1035.0,45.0,5.0,5849.0,273.0
Temascaltepec,Mujer,3743.0,42.0,5.0,1654.0,1750.0
Temascaltepec,Hombre,1704.0,40.0,5.0,2581.0,1250.0
Tlatlaya,Mujer,1779.0,39.0,5.0,4177.0,1127.0
Tlatlaya,Hombre,3265.0,42.0,4.0,4391.0,1497.0
Lampazos de Naranjo,Mujer,497.0,30.0,5.0,2931.0,261.0
Lampazos de Naranjo,Hombre,697.0,35.0,4.0,4992.0,288.0
Mier y Noriega,Mujer,874.0,26.0,4.0,1096.0,425.0
Mier y Noriega,Hombre,1997.0,46.0,5.0,2867.0,675.0
Magdalena Apasco,Mujer,2198.0,40.0,5.0,3719.0,1112.0
Magdalena Apasco,Hombre,2053.0,43.0,5.0,4924.0,1119.0
San Ildefonso Amatlán,Mujer,1044.0,13.0,3.0,619.0,844.0
San Ildefonso Amatlán,Hombre,2110.0,35.0,3.0,3312.0,1144.0
San Juan Colorado,Mujer,5024.0,30.0,5.0,2554.0,1263.0
San Juan Colorado,Hombre,2009.0,33.0,4.0,3279.0,945.0
Santa María Jacatepec,Mujer,3500.0,37.0,6.0,1734.0,1716.0
Santa María Jacatepec,Hombre,4334.0,40.0,4.0,3926.0,1901.0
Santa María Zacatepec,Mujer,6636.0,30.0,6.0,1426.0,2013.0
Santa María Zacatepec,Hombre,1665.0,35.0,5.0,4200.0,1020.0
Teopantlán,Mujer,10977.0,26.0,4.0,822.0,2128.0
Teopantlán,Hombre,1482.0,33.0,4.0,2449.0,890.0
Tepeyahualco,Mujer,2962.0,36.0,5.0,2959.0,1428.0
Tepeyahualco,Hombre,5903.0,43.0,5.0,3021.0,1835.0
Guadalcázar,Mujer,1596.0,29.0,4.0,2464.0,630.0
Guadalcázar,Hombre,2242.0,39.0,5.0,2740.0,758.0
Lagunillas,Mujer,1581.0,34.0,5.0,1824.0,810.0
Lagunillas,Hombre,1974.0,38.0,5.0,3549.0,945.0
San Antonio,Mujer,2046.0,26.0,4.0,936.0,760.0
San Antonio,Hombre,2290.0,39.0,5.0,2252.0,745.0
Tampacán,Mujer,1030.0,23.0,4.0,1072.0,550.0
Tampacán,Hombre,1528.0,39.0,5.0,2663.0,649.0
La Colorada,Mujer,1279.0,28.0,4.0,1815.0,620.0
La Colorada,Hombre,2215.0,39.0,5.0,4634.0,718.0
San Pedro de la Cueva,Mujer,1080.0,20.0,3.0,4548.0,492.0
San Pedro de la Cueva,Hombre,1327.0,41.0,5.0,4078.0,483.0
Tacotalpa,Mujer,1764.0,34.0,5.0,4303.0,748.0
Tacotalpa,Hombre,1696.0,42.0,5.0,5086.0,735.0
Alvarado,Mujer,3607.0,37.0,5.0,3733.0,1538.0
Alvarado,Hombre,6966.0,40.0,5.0,4790.0,2097.0
Coxquihui,Mujer,1662.0,39.0,4.0,1917.0,1405.0
Coxquihui,Hombre,4041.0,41.0,4.0,1920.0,2124.0
