Column1,Chengyu,Appearances,Topic
1727,匪夷所思,9,Hong Kong - Macau politics
1728,冲昏头脑,1,mainland China politics
1729,听而不闻,3,Hong Kong - Macau politics
1730,栉风沐雨,27,sports
1731,街谈巷议,2,sports
1732,排山倒海,18,mainland China politics
1733,古往今来,30,culture
1734,三十而立,10,mainland China politics
1735,而立之年,10,financial news
1736,罚不当罪,1,culture
1737,民怨沸腾,1,Hong Kong - Macau politics
1738,金科玉律,4,culture
1739,文房四宝,1,culture
1740,天下第一,5,International news
1741,地动山摇,14,financial news
1742,大千世界,7,sports
1743,汪洋大海,23,culture
1744,天方夜谭,3,financial news
1745,万水千山,32,entertainment
1746,岁寒松柏,1,mainland China politics
1747,街头巷尾,14,culture
1748,比肩而立,1,None
1749,具体而微,6,culture
1750,刀耕火种,2,mainland China politics
1751,同仇敌忾,13,Hong Kong - Macau politics
1752,沉疴宿疾,1,mainland China politics
1753,礼义廉耻,1,culture
1754,顾名思义,7,sports
1755,振聋发聩,30,culture
1756,镜花水月,5,mainland China politics
1757,花团锦簇,2,mainland China politics
1758,投桃报李,11,International news
1759,打击报复,2,International news
1760,多谋善断,1,mainland China politics
1761,自怨自艾,2,None
1762,繁文缛节,18,mainland China politics
1763,畏缩不前,9,mainland China politics
1764,抚今追昔,20,culture
1765,生老病死,6,International news
1766,分门别类,3,culture
1767,财大气粗,3,financial news
1768,乘胜追击,2,None
1769,粉饰太平,3,culture
1770,为民请命,8,culture
1771,百折不回,1,mainland China politics
1772,星移斗转,1,Hong Kong - Macau politics
1773,口说无凭,1,financial news
1774,有朝一日,1,culture
1775,林林总总,4,mainland China politics
1776,寸步不让,12,mainland China politics
1777,身体力行,59,mainland China politics
1778,苦心孤诣,2,mainland China politics
1779,推三阻四,1,mainland China politics
1780,明辨是非,22,Hong Kong - Macau politics
1781,爱民如子,2,mainland China politics
1782,面无人色,1,culture
1783,洋洋得意,1,culture
1784,梦寐以求,9,financial news
1785,万里长征,16,culture
1786,活灵活现,1,None
1787,春风化雨,33,mainland China politics
1788,知彼知己,1,mainland China politics
1789,不亦乐乎,2,mainland China politics
1790,天理难容,1,Hong Kong - Macau politics
1791,扬汤止沸,1,mainland China politics
1792,浑浑噩噩,6,International news
1793,仰首伸眉,1,None
1794,大街小巷,29,sports
1795,长风破浪,17,mainland China politics
1796,兼而有之,4,culture
1797,冷暖自知,1,International news
1798,骨鲠在喉,1,mainland China politics
1799,严刑峻法,1,financial news
1800,颠来倒去,1,culture
1801,青山绿水,10,mainland China politics
1802,觥筹交错,4,Hong Kong - Macau politics
1803,大兴土木,2,None
1804,病从口入,2,mainland China politics
1805,见微知著,19,culture
1806,废寝忘食,4,culture
1807,哗众取宠,15,culture
1808,洪水猛兽,2,culture
1809,食言而肥,1,International news
1810,排斥异己,1,mainland China politics
1811,约定俗成,3,mainland China politics
1812,风餐露宿,3,culture
1813,茹毛饮血,2,mainland China politics
1814,互通有无,17,culture
1815,竹篮打水,9,sports
1816,见仁见智,2,culture
1817,真知灼见,15,mainland China politics
1818,口诛笔伐,2,None
1819,讳疾忌医,15,International news
1820,难能可贵,29,financial news
1821,接踵而来,4,mainland China politics
1822,拉帮结派,7,International news
1823,避难就易,1,mainland China politics
1824,欲罢不能,1,sports
1825,千呼万唤,1,mainland China politics
1826,建功立业,118,mainland China politics
1827,字里行间,18,culture
1828,始作俑者,8,International news
1829,亘古未有,14,mainland China politics
1830,风尘仆仆,5,mainland China politics
1831,罪孽深重,1,mainland China politics
1832,天马行空,4,culture
1833,耳濡目染,6,culture
1834,循循善诱,4,mainland China politics
1835,动辄得咎,1,mainland China politics
1836,从一而终,1,None
1837,清风明月,2,mainland China politics
1838,鼻青脸肿,1,International news
1839,茶余饭后,1,International news
1840,恍如隔世,1,International news
1841,失道寡助,28,International news
1842,攻无不克,1,mainland China politics
1843,屡次三番,1,None
1844,风卷残云,1,culture
1845,星星之火,18,culture
1846,当头棒喝,4,financial news
1847,必争之地,1,mainland China politics
1848,异军突起,13,financial news
1849,火烧眉毛,1,culture
1850,花甲之年,1,culture
1851,中西合璧,4,culture
1852,焚膏继晷,1,mainland China politics
1853,落地生根,136,financial news
1854,败兴而归,2,culture
1855,知足常乐,1,mainland China politics
1856,卖国求荣,2,Hong Kong - Macau politics
1857,发奋图强,1,None
1858,正襟危坐,1,culture
1859,至死不渝,1,mainland China politics
1860,至死不变,1,mainland China politics
1861,养儿防老,1,culture
1862,承前启后,32,Hong Kong - Macau politics
1863,按捺不住,6,Hong Kong - Macau politics
1864,鞠躬尽瘁,16,mainland China politics
1865,严于律己,10,culture
1866,流芳千古,1,mainland China politics
1867,精美绝伦,1,culture
1868,精妙绝伦,1,sports
1869,坚忍不拔,69,sports
1870,酣畅淋漓,4,sports
1871,灰飞烟灭,1,None
1872,政通人和,6,Hong Kong - Macau politics
1873,一张一弛,1,None
1874,一波三折,1,financial news
1875,千难万险,36,culture
1876,碧血丹心,2,mainland China politics
1877,狂妄自大,3,International news
1878,弊绝风清,1,mainland China politics
1879,国富民强,2,mainland China politics
1880,尽心竭力,7,culture
1881,追本溯源,1,mainland China politics
1882,坎坷不平,1,mainland China politics
1883,因循苟且,1,None
1884,救亡图存,40,culture
1885,南征北战,2,mainland China politics
1886,国破家亡,2,culture
1887,吉祥如意,1,mainland China politics
1888,东奔西走,2,mainland China politics
1889,价廉物美,3,financial news
1890,屏气凝神,1,None
1891,千姿百态,3,culture
1892,贪赃枉法,2,mainland China politics
1893,黯淡无光,1,mainland China politics
1894,缺吃少穿,6,financial news
1895,璀璨夺目,6,Hong Kong - Macau politics
1896,骁勇善战,1,mainland China politics
1897,敢作敢为,2,mainland China politics
1898,志得意满,1,Hong Kong - Macau politics
1899,有勇有谋,4,mainland China politics
1900,灿烂辉煌,4,sports
1901,感天动地,54,culture
1902,领异标新,2,culture
1903,轻车简从,4,mainland China politics
1904,聪明才智,38,mainland China politics
1905,安邦治国,1,mainland China politics
1906,循环往复,3,culture
1907,含辛茹苦,2,mainland China politics
1908,不疾不徐,1,mainland China politics
1909,不矜不伐,1,mainland China politics
1910,浩浩荡荡,39,International news
1911,龙争虎斗,1,International news
1912,漫山遍野,1,mainland China politics
1913,精疲力竭,1,culture
1914,绿水青山,316,financial news
1915,艰难险阻,337,mainland China politics
1916,民富国强,2,mainland China politics
1917,豁达大度,1,mainland China politics
1918,公正无私,2,mainland China politics
1919,千叮万嘱,1,mainland China politics
1920,侠肝义胆,1,mainland China politics
1921,举手投足,1,mainland China politics
1922,千山万壑,1,None
1923,七情六欲,1,mainland China politics
1924,奇谈怪论,10,culture
1925,生死存亡,30,culture
1926,三山五岳,1,mainland China politics
1927,志士仁人,9,culture
1928,至亲好友,1,mainland China politics
1929,不进则退,35,mainland China politics
1930,千载一时,2,mainland China politics
1931,俯拾即是,1,culture
1932,俯拾皆是,1,mainland China politics
1933,奉为圭臬,4,None
1934,不远千里,1,financial news
1935,不以为耻,3,Hong Kong - Macau politics
1936,互为表里,3,financial news
1937,矢志不渝,67,mainland China politics
1938,矢志不移,9,mainland China politics
1939,甘居人后,1,None
1940,坐收渔利,2,financial news
1941,浪迹天涯,1,entertainment
1942,目无法纪,2,mainland China politics
1943,有所作为,16,mainland China politics
1944,勇冠三军,1,mainland China politics
1945,转祸为福,1,None
1946,一扫而光,1,culture
1947,潸然泪下,5,culture
1948,不可偏废,6,culture
1949,岿然不动,9,sports
1950,暮气沉沉,6,culture
1951,惘然若失,1,mainland China politics
1952,金玉满堂,1,mainland China politics
1953,漫天要价,11,financial news
1954,旖旎风光,1,mainland China politics
1955,慷慨就义,3,mainland China politics
1956,急如星火,1,mainland China politics
1957,坚不可摧,65,mainland China politics
1958,叫苦不迭,2,financial news
1959,瞬息万变,7,International news
1960,俯仰无愧,1,mainland China politics
1961,当断不断,2,mainland China politics
1962,连绵不断,2,culture
1963,蜂拥而上,1,None
1964,恶意中伤,5,International news
1965,以身许国,24,culture
1966,以柔克刚,1,culture
1967,疲惫不堪,1,mainland China politics
1968,绵绵不绝,2,culture
1969,怡然自得,2,culture
1970,相濡以沫,1,mainland China politics
1971,一门心思,15,International news
1972,秋毫之末,2,mainland China politics
1973,一席之地,11,financial news
1974,一家之言,1,culture
1975,门户之见,2,mainland China politics
1976,栋梁之材,16,mainland China politics
1977,方便之门,6,International news
1978,一寸丹心,1,mainland China politics
1979,失之东隅,1,mainland China politics
1980,深信不疑,1,financial news
1981,他山之石,1,None
1982,谆谆教导,6,mainland China politics
1983,不正之风,40,mainland China politics
1984,丹青妙手,3,None
1985,神来之笔,1,culture
1986,锦绣山河,2,mainland China politics
1987,公平交易,2,financial news
1988,一片丹心,1,mainland China politics
1989,才德兼备,2,mainland China politics
1990,步履维艰,6,International news
1991,相差无几,2,mainland China politics
1992,沧海横流,46,culture
1993,机关算尽,4,International news
1994,心如铁石,1,mainland China politics
1995,学富五车,1,mainland China politics
1996,志在四方,6,mainland China politics
1997,感慨系之,1,None
1998,甘之如饴,3,Hong Kong - Macau politics
1999,字字珠玑,1,mainland China politics
2000,同声相应,3,mainland China politics
2001,举重若轻,3,mainland China politics
2002,教学相长,1,None
2003,三足鼎立,2,mainland China politics
2004,寸土不让,2,mainland China politics
2005,刀枪入库,3,mainland China politics
2006,品学兼优,1,culture
2007,炮火连天,1,International news
2008,百废待兴,28,sports
2009,面目可憎,2,culture
2010,关怀备至,4,mainland China politics
2011,天下无敌,4,mainland China politics
2012,新婚燕尔,1,mainland China politics
2013,惺惺相惜,1,None
2014,气象万千,13,culture
2015,声势浩大,12,culture
2016,交口称赞,4,Hong Kong - Macau politics
2017,是非分明,3,Hong Kong - Macau politics
2018,安不忘危,3,mainland China politics
2019,民生凋敝,1,culture
2020,目光炯炯,1,culture
2021,人心惶惶,4,International news
2022,忧心如焚,1,mainland China politics
2023,信誓旦旦,11,International news
2024,心无旁骛,100,financial news
2025,力所不及,1,None
2026,心向往之,8,mainland China politics
2027,风云际会,9,Hong Kong - Macau politics
2028,壮志未酬,1,Hong Kong - Macau politics
2029,政出多门,6,financial news
2030,议论纷纷,1,International news
2031,足不出户,25,financial news
2032,从恶如崩,3,culture
2033,热情洋溢,4,International news
2034,学海无涯,2,culture
2035,蚍蜉撼树,3,International news
2036,语言无味,1,culture
2037,愚公移山,16,culture
2038,霸王别姬,1,culture
2039,一叶障目,4,International news
2040,孟母三迁,1,culture
2041,水火无情,1,Hong Kong - Macau politics
2042,游山玩水,3,Hong Kong - Macau politics
2043,孔孟之道,1,None
2044,刚柔相济,1,mainland China politics
2045,成败得失,5,culture
2046,以暴易暴,1,International news
2047,能工巧匠,9,financial news
2048,终南捷径,1,mainland China politics
2049,自知之明,3,culture
2050,史不绝书,1,None
2051,振臂一呼,4,mainland China politics
2052,人心不古,2,culture
2053,用武之地,10,financial news
2054,仁人志士,33,culture
2055,火眼金睛,4,mainland China politics
2056,白山黑水,11,culture
2057,附庸风雅,1,mainland China politics
2058,千千万万,184,mainland China politics
2059,堆积如山,1,None
2060,风雨无阻,136,mainland China politics
2061,吃喝玩乐,8,culture
2062,实至名归,3,None
2063,日就月将,2,financial news
2064,雾里看花,1,mainland China politics
2065,贻笑大方,5,International news
2066,多难兴邦,6,mainland China politics
2067,大雅之堂,1,None
2068,命中注定,2,financial news
2069,死于非命,1,None
2070,日复一日,14,sports
2071,柴米油盐,19,financial news
2072,吹牛拍马,1,None
2073,高抬贵手,1,None
2074,匹夫之勇,2,financial news
2075,诸如此类,14,culture
2076,空穴来风,1,None
2077,谦谦君子,1,culture
2078,鸣金收兵,2,mainland China politics
2079,逢山开路,70,mainland China politics
2080,闭门不出,1,None
2081,见利思义,2,culture
2082,比翼双飞,1,None
2083,积羽沉舟,1,None
2084,功成身退,1,None
2085,博施济众,2,culture
2086,慌不择路,1,mainland China politics
2087,决胜千里,2,mainland China politics
2088,东奔西跑,1,financial news
2089,踔厉风发,1,mainland China politics
2090,夺眶而出,1,culture
2091,时和年丰,1,mainland China politics
2092,开疆辟土,1,culture
2093,尽心尽力,17,financial news
2094,动心忍性,1,culture
2095,狂风骤雨,34,sports
2096,不仁不义,1,mainland China politics
2097,鲸吞蚕食,1,None
2098,轻歌曼舞,1,culture
2099,国富兵强,2,culture
2100,搽脂抹粉,1,None
2101,蚕食鲸吞,1,None
2102,一草一木,2,mainland China politics
2103,半生不熟,1,mainland China politics
2104,风急浪高,7,culture
2105,你追我赶,6,sports
2106,逞强好胜,1,None
2107,呼朋唤友,1,mainland China politics
2108,著书立说,1,culture
2109,精金美玉,1,mainland China politics
2110,河清海晏,1,financial news
2111,断壁残垣,1,None
2112,忠心赤胆,2,culture
2113,富国强民,1,mainland China politics
2114,公平合理,13,financial news
2115,桃红柳绿,1,mainland China politics
2116,南来北往,3,financial news
2117,嬉笑怒骂,1,culture
2118,男女老少,4,mainland China politics
2119,男女老幼,2,mainland China politics
2120,高楼大厦,9,mainland China politics
2121,一言一行,25,mainland China politics
2122,一举一动,16,culture
2123,得失成败,2,mainland China politics
2124,寸有所长,1,mainland China politics
2125,文以载道,4,culture
2126,落叶知秋,1,culture
2127,可见一斑,23,sports
2128,不违农时,2,mainland China politics
2129,重操旧业,1,financial news
2130,不辱使命,60,sports
2131,不顾一切,4,culture
2132,合二为一,1,mainland China politics
2133,传为佳话,3,culture
2134,重起炉灶,1,mainland China politics
2135,别无二致,1,None
2136,不甘雌伏,1,culture
2137,另辟蹊径,3,financial news
2138,发人深思,6,culture
2139,挥汗如雨,10,sports
2140,朝夕相处,3,culture
2141,乘兴而来,4,financial news
2142,慕名而来,3,Hong Kong - Macau politics
2143,赞叹不已,3,culture
2144,接踵而至,9,financial news
2145,百尺竿头,18,International news
2146,以偏概全,6,culture
2147,满目凄凉,1,culture
2148,龙马精神,1,mainland China politics
2149,弥留之际,4,culture
2150,安身之地,1,None
2151,尺寸之功,11,mainland China politics
2152,经验之谈,2,mainland China politics
2153,看家本领,15,mainland China politics
2154,庐山真面,1,culture
2155,浩然之气,11,culture
2156,笼中之鸟,2,mainland China politics
2157,大好河山,6,culture
2158,呼吸相通,2,culture
2159,各自为战,11,International news
2160,比翼齐飞,4,sports
2161,名利双收,1,mainland China politics
2162,汗流满面,1,culture
2163,自讨没趣,2,sports
2164,一走了之,2,financial news
2165,各取所需,1,financial news
2166,危机四伏,2,mainland China politics
2167,风雪交加,1,None
2168,语不惊人,5,culture
2169,矮子看戏,1,culture
2170,画虎不成,1,mainland China politics
2171,目光如炬,1,mainland China politics
2172,守身如玉,2,mainland China politics
2173,上下一心,19,mainland China politics
2174,各就各位,3,mainland China politics
2175,大地回春,2,mainland China politics
2176,安危相易,1,None
2177,宾朋满座,1,None
2178,薄技在身,1,mainland China politics
2179,兵无常势,1,None
2180,尺有所短,1,mainland China politics
2181,长夜难明,1,None
2182,蚁穴溃堤,1,mainland China politics
2183,庖丁解牛,2,culture
2184,得道多助,31,International news
2185,星火燎原,4,culture
2186,奔走呼号,4,culture
2187,峰回路转,4,International news
2188,狂轰滥炸,2,mainland China politics
2189,合情合理,8,Hong Kong - Macau politics
2190,进德修业,1,culture
2191,分工合作,15,financial news
2192,多灾多难,2,mainland China politics
2193,伤筋动骨,2,financial news
2194,正心诚意,4,mainland China politics
2195,先忧后乐,1,mainland China politics
2196,苍白无力,4,International news
2197,由此及彼,2,financial news
2198,风风雨雨,21,financial news
2199,艰难曲折,5,International news
2200,剑胆琴心,1,mainland China politics
2201,源清流洁,1,culture
2202,知易行难,5,None
2203,诸子百家,4,culture
2204,列祖列宗,3,culture
2205,钢筋铁骨,4,mainland China politics
2206,一点一滴,35,entertainment
2207,一字一句,4,culture
2208,千门万户,1,culture
2209,一年一度,20,sports
2210,低声细语,1,culture
2211,大起大落,6,financial news
2212,加减乘除,1,financial news
2213,要言妙道,1,None
2214,舍我其谁,36,mainland China politics
2215,慷慨悲歌,2,mainland China politics
2216,从容应对,29,International news
2217,以水济水,1,financial news
2218,勇猛精进,2,mainland China politics
2219,为国捐躯,6,culture
2220,浑身解数,3,International news
2221,长久之计,3,financial news
2222,出头之日,1,mainland China politics
2223,方寸之地,1,financial news
2224,文武之道,1,None
2225,独立王国,1,mainland China politics
2226,黄花晚节,1,None
2227,狗皮膏药,1,culture
2228,黄金时间,4,International news
2229,一片冰心,1,mainland China politics
2230,攻心为上,1,None
2231,江山如画,3,mainland China politics
2232,口不择言,1,mainland China politics
2233,逝者如斯,6,culture
2234,波涛汹涌,19,financial news
2235,和气生财,1,mainland China politics
2236,国将不国,1,mainland China politics
2237,贿赂公行,1,mainland China politics
2238,一元复始,1,sports
2239,近亲繁殖,1,mainland China politics
