school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
Luke C. Moore HS,High School,Textbooks,Non-Personnel,─,1000
Luke C. Moore HS,High School,Printing,Non-Personnel,─,2000
Luke C. Moore HS,High School,Advertising,Non-Personnel,─,1000
Luke C. Moore HS,High School,Professional Development,Non-Personnel,─,10000
Luke C. Moore HS,High School,Local Travel (Including Field Trips),Non-Personnel,─,5000
Luke C. Moore HS,High School,Tuition for Employee Training,Non-Personnel,─,10000
Luke C. Moore HS,High School,Conference Fees (Out of City),Non-Personnel,─,2500
Luke C. Moore HS,High School,Telecommunications,Non-Personnel,─,2000
Luke C. Moore HS,High School,Contractual Services,Non-Personnel,─,21569
Luke C. Moore HS,High School,Stipends,Non-Personnel,─,2226
Malcolm X ES,Elementary School,Principal,School Leadership,1,147768
Malcolm X ES,Elementary School,Dean of Students,School Leadership,1,89373
Malcolm X ES,Elementary School,Teacher - Pre-School,Early Childhood,1,94626
Malcolm X ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,2,189252
Malcolm X ES,Elementary School,Teacher - Pre-K,Early Childhood,1,94626
Malcolm X ES,Elementary School,Aide - Early Childhood,Early Childhood,6,184086
Malcolm X ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Malcolm X ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Malcolm X ES,Elementary School,Teacher - 2nd Grade,General Education,1,94626
Malcolm X ES,Elementary School,Teacher - 3rd Grade,General Education,1,94626
Malcolm X ES,Elementary School,Teacher - 4th Grade,General Education,1,94626
Malcolm X ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Malcolm X ES,Elementary School,Teacher - Behavior & Education Support Program,Special Education,1,94626
Malcolm X ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
Malcolm X ES,Elementary School,Aide - Behavior & Education Support Program,Special Education,1,30681
Malcolm X ES,Elementary School,Librarian,Related Arts,0.5,47313
Malcolm X ES,Elementary School,Teacher - Art,Related Arts,0.5,47313
Malcolm X ES,Elementary School,Teacher - Music,Related Arts,0.5,47313
Malcolm X ES,Elementary School,Teacher - Health/Physical Education,Related Arts,0.5,47313
Malcolm X ES,Elementary School,Teacher - World Language,Related Arts,0.5,47313
Malcolm X ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Malcolm X ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Malcolm X ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Malcolm X ES,Elementary School,Behavior Technician,Socio-Emotional Support,1,39009
Malcolm X ES,Elementary School,Registrar,Administrative,1,39448
Malcolm X ES,Elementary School,Business Manager,Administrative,1,62752
Malcolm X ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Malcolm X ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Malcolm X ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Malcolm X ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,21800
Malcolm X ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Malcolm X ES,Elementary School,Admin Premium,Non-Personnel,─,3000
Malcolm X ES,Elementary School,Custodial Overtime,Non-Personnel,─,3000
Malcolm X ES,Elementary School,Educational Supplies,Non-Personnel,─,15000
Malcolm X ES,Elementary School,Office Supplies,Non-Personnel,─,2000
Malcolm X ES,Elementary School,Health Services,Non-Personnel,─,500
Malcolm X ES,Elementary School,Custodial Supplies,Non-Personnel,─,14000
Malcolm X ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,48811
Malcolm X ES,Elementary School,Professional Development,Non-Personnel,─,3000
Malcolm X ES,Elementary School,Local Travel (Including Field Trips),Non-Personnel,─,2000
Malcolm X ES,Elementary School,Contractual Services,Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Principal,School Leadership,1,147768
Mamie D. Lee School,Special Education Center,Teacher - Separate School Independence & Learning Support Program,Special Education,10,946260
Mamie D. Lee School,Special Education Center,Aide - Separate School Independence & Learning Support Program,Special Education,10,306810
Mamie D. Lee School,Special Education Center,Coordinator - Special Education,Special Education,1,90918
Mamie D. Lee School,Special Education Center,Lifeguard,Special Education,1,33000
Mamie D. Lee School,Special Education Center,Librarian,Related Arts,0.5,47313
Mamie D. Lee School,Special Education Center,Teacher - Art,Related Arts,0.5,47313
Mamie D. Lee School,Special Education Center,Teacher - Music,Related Arts,0.5,47313
Mamie D. Lee School,Special Education Center,Teacher - Health/Physical Education,Related Arts,1,94626
Mamie D. Lee School,Special Education Center,Aide - Library/Technology,Related Arts,1,36703
Mamie D. Lee School,Special Education Center,Instructional Coach,Schoolwide Instructional Support,1,94626
Mamie D. Lee School,Special Education Center,Psychologist,Socio-Emotional Support,0.5,47313
Mamie D. Lee School,Special Education Center,Social Worker,Socio-Emotional Support,0.5,47313
Mamie D. Lee School,Special Education Center,Behavior Technician,Socio-Emotional Support,1,39009
Mamie D. Lee School,Special Education Center,Business Manager,Administrative,0.5,31376
Mamie D. Lee School,Special Education Center,Administrative Aide,Administrative,1,46722
Mamie D. Lee School,Special Education Center,Custodial Foreman,Custodial Staff,1,57444
Mamie D. Lee School,Special Education Center,Custodian (RW-5),Custodial Staff,2,89752
Mamie D. Lee School,Special Education Center,Afterschool,Non-Personnel,─,45286.01
Mamie D. Lee School,Special Education Center,Proving What's Possible - Student Satisfaction,Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Admin Premium,Non-Personnel,─,5000
Mamie D. Lee School,Special Education Center,Custodial Overtime,Non-Personnel,─,3000
Mamie D. Lee School,Special Education Center,Educational Supplies,Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Office Supplies,Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Ed Tech and System Support (Including Software),Non-Personnel,─,3000
Mamie D. Lee School,Special Education Center,Health Services,Non-Personnel,─,5000
Mamie D. Lee School,Special Education Center,Custodial Supplies,Non-Personnel,─,15000
Mamie D. Lee School,Special Education Center,General Supplies,Non-Personnel,─,10899
Mamie D. Lee School,Special Education Center,Furniture & Fixtures,Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Equipment and Machinery (Including Computers),Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,10000
Mamie D. Lee School,Special Education Center,Library Books,Non-Personnel,─,2096
Mamie D. Lee School,Special Education Center,Professional Development,Non-Personnel,─,12414
Mamie D. Lee School,Special Education Center,Tuition for Employee Training,Non-Personnel,─,5000
Mann ES,Elementary School,Principal,School Leadership,1,147768
Mann ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Mann ES,Elementary School,Aide - Early Childhood,Early Childhood,5,153405
Mann ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Mann ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Mann ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Mann ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Mann ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Mann ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Mann ES,Elementary School,Teacher - Reading,General Education,1,94626
Mann ES,Elementary School,Teacher - Resource,General Education,1,94626
Mann ES,Elementary School,Teacher - Science/Technology,General Education,1,94626
Mann ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,1,94626
Mann ES,Elementary School,Teacher - English Language Learner,English Language Learner,1.5,141939
Mann ES,Elementary School,Librarian,Related Arts,1,94626
Mann ES,Elementary School,Teacher - Art,Related Arts,1,94626
Mann ES,Elementary School,Teacher - Music,Related Arts,1,94626
Mann ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Mann ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Mann ES,Elementary School,Psychologist,Socio-Emotional Support,0.2,18925.2
Mann ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Mann ES,Elementary School,Business Manager,Administrative,1,62752
Mann ES,Elementary School,Clerk,Administrative,0.5,18259.5
Mann ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Mann ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Mann ES,Elementary School,Custodian (RW-3),Custodial Staff,1,35715
Mann ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,30100
Mann ES,Elementary School,Admin Premium,Non-Personnel,─,1000
Mann ES,Elementary School,Custodial Overtime,Non-Personnel,─,4000
Mann ES,Elementary School,Educational Supplies,Non-Personnel,─,10000
Mann ES,Elementary School,Office Supplies,Non-Personnel,─,4900
Mann ES,Elementary School,Health Services,Non-Personnel,─,222
Mann ES,Elementary School,Custodial Supplies,Non-Personnel,─,5000
Mann ES,Elementary School,Library Books,Non-Personnel,─,2000
Mann ES,Elementary School,Professional Development,Non-Personnel,─,3000
Mann ES,Elementary School,Contractual Services,Non-Personnel,─,10000
Marie Reed ES,Elementary School,Principal,School Leadership,1,147768
Marie Reed ES,Elementary School,Assistant Principal,School Leadership,1,118667
Marie Reed ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Marie Reed ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,2,189252
Marie Reed ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Marie Reed ES,Elementary School,Aide - Early Childhood,Early Childhood,9,276129
Marie Reed ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Marie Reed ES,Elementary School,Teacher - Math,General Education,1,94626
Marie Reed ES,Elementary School,Teacher - Reading,General Education,1,94626
Marie Reed ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3.75,354847.5
Marie Reed ES,Elementary School,Teacher - English Language Learner,English Language Learner,9.5,898947
Marie Reed ES,Elementary School,Counselor - Bilingual,English Language Learner,1,94626
Marie Reed ES,Elementary School,Librarian,Related Arts,1,94626
Marie Reed ES,Elementary School,Teacher - Art,Related Arts,1,94626
Marie Reed ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Marie Reed ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Marie Reed ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Marie Reed ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Marie Reed ES,Elementary School,Technology Instructional Coach,Schoolwide Instructional Support,1,94626
Marie Reed ES,Elementary School,Business Manager,Administrative,1,62752
Marie Reed ES,Elementary School,Administrative Aide,Administrative,1,46722
Marie Reed ES,Elementary School,Director - School Operations,Administrative,1,98825
Marie Reed ES,Elementary School,Assistant - School Operations,Administrative,1,43728
Marie Reed ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Marie Reed ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Marie Reed ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Marie Reed ES,Elementary School,Afterschool,Non-Personnel,─,106158.885
Marie Reed ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,39000
Marie Reed ES,Elementary School,Admin Premium,Non-Personnel,─,47884
Marie Reed ES,Elementary School,Custodial Overtime,Non-Personnel,─,12000
Marie Reed ES,Elementary School,Educational Supplies,Non-Personnel,─,23000
Marie Reed ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,5000
Marie Reed ES,Elementary School,Custodial Supplies,Non-Personnel,─,17000
Marie Reed ES,Elementary School,Furniture & Fixtures,Non-Personnel,─,2000
Marie Reed ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,86200
Marie Reed ES,Elementary School,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,51059
Marie Reed ES,Elementary School,Library Books,Non-Personnel,─,1000
Marie Reed ES,Elementary School,Professional Development,Non-Personnel,─,9839
Marie Reed ES,Elementary School,Contractual Services,Non-Personnel,─,35000
Maury ES,Elementary School,Principal,School Leadership,1,147768
Maury ES,Elementary School,Assistant Principal,School Leadership,1,118667
Maury ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Maury ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,1,94626
Maury ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Maury ES,Elementary School,Aide - Early Childhood,Early Childhood,7,214767
Maury ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Maury ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Maury ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Maury ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Maury ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Maury ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Maury ES,Elementary School,Teacher - Reading,General Education,1,94626
Maury ES,Elementary School,Teacher - Resource,General Education,0.5,47313
Maury ES,Elementary School,Teacher - Science (General),General Education,1,94626
Maury ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
Maury ES,Elementary School,Librarian,Related Arts,1,94626
Maury ES,Elementary School,Teacher - Art,Related Arts,1,94626
Maury ES,Elementary School,Teacher - Music,Related Arts,1,94626
Maury ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Maury ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Maury ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Maury ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Maury ES,Elementary School,Business Manager,Administrative,0.5,31376
Maury ES,Elementary School,Administrative Aide,Administrative,1,46722
Maury ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Maury ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Maury ES,Elementary School,Afterschool,Non-Personnel,─,10000
Maury ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,36200
Maury ES,Elementary School,Admin Premium,Non-Personnel,─,0
Maury ES,Elementary School,Custodial Overtime,Non-Personnel,─,5000
Maury ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,8516.34
Maury ES,Elementary School,Educational Supplies,Non-Personnel,─,24391
Maury ES,Elementary School,Health Services,Non-Personnel,─,500
Maury ES,Elementary School,Custodial Supplies,Non-Personnel,─,8000
Maury ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,30600
Maury ES,Elementary School,Textbooks,Non-Personnel,─,5000
Maury ES,Elementary School,Professional Development,Non-Personnel,─,18000
McKinley Technology EC,Education Campus,Principal,School Leadership,1,147768
McKinley Technology EC,Education Campus,Dean of Students,School Leadership,2,178746
McKinley Technology EC,Education Campus,Assistant Principal,School Leadership,4,474668
McKinley Technology EC,Education Campus,Teacher - Teacher Leader Innovation,General Education,1,94626
McKinley Technology EC,Education Campus,Teacher - (12 month) (JROTC),General Education,2,189252
McKinley Technology EC,Education Campus,Teacher - Career/Tech Ed (CTE),General Education,7.5,709695
McKinley Technology EC,Education Campus,Teacher - Computer,General Education,1,94626
McKinley Technology EC,Education Campus,Teacher - English,General Education,9,851634
McKinley Technology EC,Education Campus,Teacher - Math,General Education,9,851634
McKinley Technology EC,Education Campus,Teacher - Science (Biology),General Education,4,378504
McKinley Technology EC,Education Campus,Teacher - Science (Chemistry),General Education,2,189252
McKinley Technology EC,Education Campus,Teacher - Science (General),General Education,2,189252
McKinley Technology EC,Education Campus,Teacher - Science (Physics),General Education,2,189252
McKinley Technology EC,Education Campus,Teacher - Social Studies,General Education,7.5,709695
McKinley Technology EC,Education Campus,Teacher - Behavior & Education Support Program,Special Education,1,94626
McKinley Technology EC,Education Campus,Teacher - Independence & Learning Support Program,Special Education,3,283878
McKinley Technology EC,Education Campus,Teacher - Inclusion/Resource Services,Special Education,2.5,236565
McKinley Technology EC,Education Campus,Aide - Behavior & Education Support Program,Special Education,1,30681
McKinley Technology EC,Education Campus,Aide - Independence & Learning Support Program,Special Education,3,92043
McKinley Technology EC,Education Campus,Librarian,Related Arts,1,94626
McKinley Technology EC,Education Campus,Teacher - Art,Related Arts,1.5,141939
McKinley Technology EC,Education Campus,Teacher - Music,Related Arts,1.5,141939
McKinley Technology EC,Education Campus,Teacher - Health/Physical Education,Related Arts,3,283878
McKinley Technology EC,Education Campus,Teacher - World Language,Related Arts,5,473130
McKinley Technology EC,Education Campus,Instructional Coach,Schoolwide Instructional Support,1,94626
McKinley Technology EC,Education Campus,Guidance Counselor,Socio-Emotional Support,2,189252
McKinley Technology EC,Education Campus,Psychologist,Socio-Emotional Support,1.5,141939
McKinley Technology EC,Education Campus,Social Worker,Socio-Emotional Support,3,283878
McKinley Technology EC,Education Campus,Behavior Technician,Socio-Emotional Support,1,39009
McKinley Technology EC,Education Campus,Guidance Counselor - High School,Socio-Emotional Support,2,196822
McKinley Technology EC,Education Campus,Coordinator - Program,Schoolwide Instructional Support,1,90918
McKinley Technology EC,Education Campus,Registrar,Administrative,1,39448
McKinley Technology EC,Education Campus,Business Manager,Administrative,1,62752
McKinley Technology EC,Education Campus,Clerk,Administrative,1,36519
McKinley Technology EC,Education Campus,Administrative Aide,Administrative,6,280332
McKinley Technology EC,Education Campus,Coordinator - In-School Suspension,Socio-Emotional Support,1,46031
McKinley Technology EC,Education Campus,Counselor - Attendance,Socio-Emotional Support,1,50010
McKinley Technology EC,Education Campus,Custodial Foreman,Custodial Staff,2,114888
McKinley Technology EC,Education Campus,Custodian (RW-5),Custodial Staff,5,224380
McKinley Technology EC,Education Campus,Custodian (RW-3),Custodial Staff,3,107145
McKinley Technology EC,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,91000
McKinley Technology EC,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
McKinley Technology EC,Education Campus,Admin Premium,Non-Personnel,─,25000
McKinley Technology EC,Education Campus,Custodial Overtime,Non-Personnel,─,7000
McKinley Technology EC,Education Campus,Itinerant English Language Learner Teacher,Non-Personnel,─,21763.98
McKinley Technology EC,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
McKinley Technology EC,Education Campus,Educational Supplies,Non-Personnel,─,25219
McKinley Technology EC,Education Campus,Office Supplies,Non-Personnel,─,30627
McKinley Technology EC,Education Campus,Custodial Supplies,Non-Personnel,─,28000
McKinley Technology EC,Education Campus,Food and Provisions (Including Catering),Non-Personnel,─,548
McKinley Technology EC,Education Campus,General Supplies,Non-Personnel,─,10000
McKinley Technology EC,Education Campus,Furniture & Fixtures,Non-Personnel,─,2000
McKinley Technology EC,Education Campus,Equipment and Machinery (Including Computers),Non-Personnel,─,5000
McKinley Technology EC,Education Campus,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,2607
McKinley Technology EC,Education Campus,Textbooks,Non-Personnel,─,1000
McKinley Technology EC,Education Campus,Printing,Non-Personnel,─,6000
McKinley Technology EC,Education Campus,Advertising,Non-Personnel,─,2000
McKinley Technology EC,Education Campus,Professional Development,Non-Personnel,─,25000
McKinley Technology EC,Education Campus,Contractual Services,Non-Personnel,─,10000
McKinley Technology EC,Education Campus,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
Miner ES,Elementary School,Principal,School Leadership,1,147768
Miner ES,Elementary School,Dean of Students,School Leadership,1,89373
Miner ES,Elementary School,Assistant Principal,School Leadership,1,118667
Miner ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Miner ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,3,283878
Miner ES,Elementary School,Teacher - Pre-K,Early Childhood,1,94626
Miner ES,Elementary School,Aide - Early Childhood,Early Childhood,9,276129
Miner ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Miner ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Miner ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
Miner ES,Elementary School,Teacher - 3rd Grade,General Education,3,283878
Miner ES,Elementary School,Teacher - 4th Grade,General Education,3,283878
Miner ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Miner ES,Elementary School,Teacher - Science (General),General Education,1,94626
Miner ES,Elementary School,Teacher - Early Learning Support Program,Special Education,2,189252
Miner ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Miner ES,Elementary School,Aide - Early Learning Support Program,Special Education,2,61362
Miner ES,Elementary School,Aide - Inclusion/Resource,Special Education,1,30681
Miner ES,Elementary School,Coordinator - Special Education,Special Education,1,90918
Miner ES,Elementary School,Librarian,Related Arts,1,94626
Miner ES,Elementary School,Teacher - Art,Related Arts,1,94626
Miner ES,Elementary School,Teacher - Music,Related Arts,1,94626
Miner ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1.5,141939
Miner ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Miner ES,Elementary School,Aide - General Education,Classroom Aides,2,61362
Miner ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Miner ES,Elementary School,Psychologist,Socio-Emotional Support,1,94626
Miner ES,Elementary School,Social Worker,Socio-Emotional Support,2,189252
Miner ES,Elementary School,Clerk,Administrative,2,73038
Miner ES,Elementary School,Administrative Aide,Administrative,1,46722
Miner ES,Elementary School,Coordinator - Computer Lab/Technology,Schoolwide Instructional Support,1,43567
Miner ES,Elementary School,Coordinator - Parent,Administrative,1,43567
Miner ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Miner ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Miner ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Miner ES,Elementary School,Wages as Earned (WAE) Staff,Wages as Earned (WAE) Staff,─,43274.4
Miner ES,Elementary School,Afterschool,Non-Personnel,─,78347.175
Miner ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,40800
Miner ES,Elementary School,Admin Premium,Non-Personnel,─,5000
Miner ES,Elementary School,Custodial Overtime,Non-Personnel,─,1000
Miner ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,21763.98
Miner ES,Elementary School,Educational Supplies,Non-Personnel,─,31000
Miner ES,Elementary School,Office Supplies,Non-Personnel,─,5000
Miner ES,Elementary School,Health Services,Non-Personnel,─,500
Miner ES,Elementary School,Custodial Supplies,Non-Personnel,─,29000
Miner ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,35262
Miner ES,Elementary School,Library Books,Non-Personnel,─,5000
Miner ES,Elementary School,Professional Development,Non-Personnel,─,10000
Miner ES,Elementary School,Telecommunications,Non-Personnel,─,500
Miner ES,Elementary School,Contractual Services,Non-Personnel,─,30000
Moten ES,Elementary School,Principal,School Leadership,1,147768
Moten ES,Elementary School,Assistant Principal - Literacy (APL),School Leadership,1,118667
Moten ES,Elementary School,Administrative Officer,School Leadership,1,74398
Moten ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Moten ES,Elementary School,Teacher - Pre-School/Pre-K (Mixed Age),Early Childhood,1,94626
Moten ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Moten ES,Elementary School,Aide - Early Childhood,Early Childhood,8,245448
Moten ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Moten ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Moten ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Moten ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Moten ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Moten ES,Elementary School,Teacher - 5th Grade,General Education,2,189252
Moten ES,Elementary School,Teacher - Computer,General Education,1,94626
Moten ES,Elementary School,Teacher - Resource,General Education,2,189252
Moten ES,Elementary School,Teacher - Early Learning Support Program,Special Education,2,189252
Moten ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Moten ES,Elementary School,Aide - Early Learning Support Program,Special Education,2,61362
Moten ES,Elementary School,Librarian,Related Arts,1,94626
Moten ES,Elementary School,Teacher - Art,Related Arts,1,94626
Moten ES,Elementary School,Teacher - Music,Related Arts,1,94626
Moten ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Moten ES,Elementary School,Teacher - World Language,Related Arts,1,94626
Moten ES,Elementary School,Aide - General Education,Classroom Aides,1,30681
Moten ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Moten ES,Elementary School,Psychologist,Socio-Emotional Support,1,94626
Moten ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Moten ES,Elementary School,Specialist - Reading,Schoolwide Instructional Support,1,94626
Moten ES,Elementary School,Business Manager,Administrative,1,62752
Moten ES,Elementary School,Counselor - Attendance,Socio-Emotional Support,1,50010
Moten ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Moten ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Moten ES,Elementary School,Custodian (RW-3),Custodial Staff,2,71430
Moten ES,Elementary School,Afterschool,Non-Personnel,─,50535.465
Moten ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,40000
Moten ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Moten ES,Elementary School,Admin Premium,Non-Personnel,─,9629
Moten ES,Elementary School,Custodial Overtime,Non-Personnel,─,10000
Moten ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,8516.34
Moten ES,Elementary School,Educational Supplies,Non-Personnel,─,14294
Moten ES,Elementary School,Ed Tech and System Support (Including Software),Non-Personnel,─,2500
Moten ES,Elementary School,Health Services,Non-Personnel,─,750
Moten ES,Elementary School,Custodial Supplies,Non-Personnel,─,22888
Moten ES,Elementary School,General Supplies,Non-Personnel,─,4242
Moten ES,Elementary School,Furniture & Fixtures,Non-Personnel,─,2500
Moten ES,Elementary School,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,6000
Moten ES,Elementary School,Library Books,Non-Personnel,─,4000
Moten ES,Elementary School,Professional Development,Non-Personnel,─,4000
Moten ES,Elementary School,Local Travel (Including Field Trips),Non-Personnel,─,3500
Moten ES,Elementary School,Telecommunications,Non-Personnel,─,1500
Moten ES,Elementary School,Contractual Services,Non-Personnel,─,7500
Moten ES,Elementary School,Stipends,Non-Personnel,─,3500
Murch ES,Elementary School,Principal,School Leadership,1,147768
Murch ES,Elementary School,Administrative Officer,School Leadership,1,74398
Murch ES,Elementary School,Assistant Principal,School Leadership,1,118667
Murch ES,Elementary School,Teacher - Pre-K,Early Childhood,4,378504
Murch ES,Elementary School,Aide - Early Childhood,Early Childhood,8,245448
Murch ES,Elementary School,Teacher - Kindergarten,General Education,5,473130
Murch ES,Elementary School,Teacher - 1st Grade,General Education,5,473130
Murch ES,Elementary School,Teacher - 2nd Grade,General Education,5,473130
Murch ES,Elementary School,Teacher - 3rd Grade,General Education,4,378504
Murch ES,Elementary School,Teacher - 4th Grade,General Education,4,378504
Murch ES,Elementary School,Teacher - 5th Grade,General Education,4,378504
Murch ES,Elementary School,Teacher - Schoolwide Enrichment Model (SEM),General Education,1,94626
Murch ES,Elementary School,Teacher - Reading,General Education,1,94626
Murch ES,Elementary School,Teacher - Resource,General Education,3,283878
Murch ES,Elementary School,Teacher - Early Childhood Communication & Education Support Program,Special Education,1,94626
Murch ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2.5,236565
Murch ES,Elementary School,Aide - Early Childhood Communication & Education Support Program,Special Education,2,61362
Murch ES,Elementary School,Coordinator - Special Education,Special Education,1,90918
Murch ES,Elementary School,Teacher - English Language Learner,English Language Learner,3,283878
Murch ES,Elementary School,Librarian,Related Arts,1,94626
