school_name,ward,school_type,fy16_budgeted_enrollment,change_in_enrollment_from_fy15,change_in_budget_from_fy15,at_risk_students,budget_allocation_category,amount
Orr ES,8,Elementary,399,27,443930.33052693773,0.77,Enrollment,3348439.8198734717
Orr ES,8,Elementary,399,27,443930.33052693773,0.77,Total,4516928
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Title,16250
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Per Pupil Funding Minimum (PPFM),0
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Stabilization,486644.18
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Specialty ,500000
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,ASP/ECR,0
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,SPED,1186980
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,ELL,372160
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,At-Risk,105100
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Enrollment,5585822.82
Oyster-Adams Bilingual School,3,Education Campus,643,-14,-336430,0.08,Total,8252957
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Title,164793.74
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Per Pupil Funding Minimum (PPFM),0
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Stabilization,0
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Specialty ,0
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,ASP/ECR,0
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,SPED,1075718.497892
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,ELL,0
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,At-Risk,592041.1279069781
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Enrollment,3163831.1877978193
Patterson ES,8,Elementary,406,32,320781.6808695793,0.85,Total,5004394
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Title,120091.18
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Per Pupil Funding Minimum (PPFM),0
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Stabilization,0
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Specialty ,0
Payne ES,6,Elementary,289,10,267098.222271265,0.6,ASP/ECR,0
Payne ES,6,Elementary,289,10,267098.222271265,0.6,SPED,1252666.333419
Payne ES,6,Elementary,289,10,267098.222271265,0.6,ELL,16923.939635205556
Payne ES,6,Elementary,289,10,267098.222271265,0.6,At-Risk,270211.92790697626
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Enrollment,2634933.3484969037
Payne ES,6,Elementary,289,10,267098.222271265,0.6,Total,4294826
Peabody ES,6,Elementary,230,1,-88349,0.07,Title,5675
Peabody ES,6,Elementary,230,1,-88349,0.07,Per Pupil Funding Minimum (PPFM),0
Peabody ES,6,Elementary,230,1,-88349,0.07,Stabilization,0
Peabody ES,6,Elementary,230,1,-88349,0.07,Specialty ,0
Peabody ES,6,Elementary,230,1,-88349,0.07,ASP/ECR,0
Peabody ES,6,Elementary,230,1,-88349,0.07,SPED,139560
Peabody ES,6,Elementary,230,1,-88349,0.07,ELL,12694.217392877825
Peabody ES,6,Elementary,230,1,-88349,0.07,At-Risk,29937.6
Peabody ES,6,Elementary,230,1,-88349,0.07,Enrollment,2261550.2555184416
Peabody ES,6,Elementary,230,1,-88349,0.07,Total,2450767
Phelps ACE HS,5,High,361,7,180932,0.51,Title,140239.88
Phelps ACE HS,5,High,361,7,180932,0.51,Per Pupil Funding Minimum (PPFM),0
Phelps ACE HS,5,High,361,7,180932,0.51,Stabilization,0
Phelps ACE HS,5,High,361,7,180932,0.51,Specialty ,0
Phelps ACE HS,5,High,361,7,180932,0.51,ASP/ECR,0
Phelps ACE HS,5,High,361,7,180932,0.51,SPED,784587.0844729999
Phelps ACE HS,5,High,361,7,180932,0.51,ELL,46586.28998986682
Phelps ACE HS,5,High,361,7,180932,0.51,At-Risk,344282.4
Phelps ACE HS,5,High,361,7,180932,0.51,Enrollment,3102194.34
Phelps ACE HS,5,High,361,7,180932,0.51,Total,4417890
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Title,185818.47
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Per Pupil Funding Minimum (PPFM),0
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Stabilization,0
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Specialty ,0
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,ASP/ECR,0
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,SPED,888198.873419
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,ELL,93040
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,At-Risk,670627.3279069762
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Enrollment,3580170.1958245514
Plummer ES,7,Elementary,467,33,356693.65941654984,0.83,Total,5425510
Powell ES,4,Elementary,496,61,465792,0.45,Title,193702.75
Powell ES,4,Elementary,496,61,465792,0.45,Per Pupil Funding Minimum (PPFM),0
Powell ES,4,Elementary,496,61,465792,0.45,Stabilization,0
Powell ES,4,Elementary,496,61,465792,0.45,Specialty ,0
Powell ES,4,Elementary,496,61,465792,0.45,ASP/ECR,180920.5535
Powell ES,4,Elementary,496,61,465792,0.45,SPED,651280
Powell ES,4,Elementary,496,61,465792,0.45,ELL,1302560
Powell ES,4,Elementary,496,61,465792,0.45,At-Risk,420415
Powell ES,4,Elementary,496,61,465792,0.45,Enrollment,4020592.2826350015
Powell ES,4,Elementary,496,61,465792,0.45,Total,6769472
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Title,156033.43
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Per Pupil Funding Minimum (PPFM),0
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Stabilization,0
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Specialty ,0
Randle Highlands ES,7,Elementary,365,37,136362,0.63,ASP/ECR,0
Randle Highlands ES,7,Elementary,365,37,136362,0.63,SPED,465200
Randle Highlands ES,7,Elementary,365,37,136362,0.63,ELL,12691.060726693688
Randle Highlands ES,7,Elementary,365,37,136362,0.63,At-Risk,374993.5279069767
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Enrollment,3111182.0046742144
Randle Highlands ES,7,Elementary,365,37,136362,0.63,Total,4120100
Raymond EC,4,Education Campus,585,32,397345,0.53,Title,252008.78
Raymond EC,4,Education Campus,585,32,397345,0.53,Per Pupil Funding Minimum (PPFM),0
Raymond EC,4,Education Campus,585,32,397345,0.53,Stabilization,0
Raymond EC,4,Education Campus,585,32,397345,0.53,Specialty ,0
Raymond EC,4,Education Campus,585,32,397345,0.53,ASP/ECR,42981.51550000001
Raymond EC,4,Education Campus,585,32,397345,0.53,SPED,837360
Raymond EC,4,Education Campus,585,32,397345,0.53,ELL,1302560
Raymond EC,4,Education Campus,585,32,397345,0.53,At-Risk,580041
Raymond EC,4,Education Campus,585,32,397345,0.53,Enrollment,4422796.554158362
Raymond EC,4,Education Campus,585,32,397345,0.53,Total,7517898
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Title,46892.63
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Per Pupil Funding Minimum (PPFM),0
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Stabilization,0
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Specialty ,0
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,ASP/ECR,33725.699
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,SPED,2269896.4324935
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,ELL,46531.78488708743
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,At-Risk,91683.9
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Enrollment,1217610.511641515
River Terrace Special Education Center,7,Special Education Center,108,108,3706341,0.45,Total,3706341
Roosevelt HS,4,High,514,82,1752880,0.83,Title,206430.19
Roosevelt HS,4,High,514,82,1752880,0.83,Per Pupil Funding Minimum (PPFM),0
Roosevelt HS,4,High,514,82,1752880,0.83,Stabilization,0
Roosevelt HS,4,High,514,82,1752880,0.83,Specialty ,0
Roosevelt HS,4,High,514,82,1752880,0.83,ASP/ECR,0
Roosevelt HS,4,High,514,82,1752880,0.83,SPED,2068925.7701285
Roosevelt HS,4,High,514,82,1752880,0.83,ELL,861339.8122365
Roosevelt HS,4,High,514,82,1752880,0.83,At-Risk,797088.600042857
Roosevelt HS,4,High,514,82,1752880,0.83,Enrollment,3890422.63
Roosevelt HS,4,High,514,82,1752880,0.83,Total,7824207
Roosevelt STAY,4,STAY,655,0,-143728,0,Title,20050
Roosevelt STAY,4,STAY,655,0,-143728,0,Per Pupil Funding Minimum (PPFM),0
Roosevelt STAY,4,STAY,655,0,-143728,0,Stabilization,75984.96
Roosevelt STAY,4,STAY,655,0,-143728,0,Specialty ,0
Roosevelt STAY,4,STAY,655,0,-143728,0,ASP/ECR,0
Roosevelt STAY,4,STAY,655,0,-143728,0,SPED,325640
Roosevelt STAY,4,STAY,655,0,-143728,0,ELL,93040
Roosevelt STAY,4,STAY,655,0,-143728,0,At-Risk,0
Roosevelt STAY,4,STAY,655,0,-143728,0,Enrollment,2790882.04
Roosevelt STAY,4,STAY,655,0,-143728,0,Total,3305597
Ross ES,2,Elementary,170,2,-93321,0.06,Title,4150
Ross ES,2,Elementary,170,2,-93321,0.06,Per Pupil Funding Minimum (PPFM),0
Ross ES,2,Elementary,170,2,-93321,0.06,Stabilization,0
Ross ES,2,Elementary,170,2,-93321,0.06,Specialty ,0
Ross ES,2,Elementary,170,2,-93321,0.06,ASP/ECR,0
Ross ES,2,Elementary,170,2,-93321,0.06,SPED,111648
Ross ES,2,Elementary,170,2,-93321,0.06,ELL,139560
Ross ES,2,Elementary,170,2,-93321,0.06,At-Risk,47770
Ross ES,2,Elementary,170,2,-93321,0.06,Enrollment,1816054.1997964636
Ross ES,2,Elementary,170,2,-93321,0.06,Total,2119182.1997964634
Savoy ES,8,Elementary,407,-12,43642,0.82,Title,177058.17
Savoy ES,8,Elementary,407,-12,43642,0.82,Per Pupil Funding Minimum (PPFM),0
Savoy ES,8,Elementary,407,-12,43642,0.82,Stabilization,0
Savoy ES,8,Elementary,407,-12,43642,0.82,Specialty ,0
Savoy ES,8,Elementary,407,-12,43642,0.82,ASP/ECR,72042.47750000001
Savoy ES,8,Elementary,407,-12,43642,0.82,SPED,418680
Savoy ES,8,Elementary,407,-12,43642,0.82,ELL,16925.623190503764
Savoy ES,8,Elementary,407,-12,43642,0.82,At-Risk,569587.9279069762
Savoy ES,8,Elementary,407,-12,43642,0.82,Enrollment,3382167.775249568
Savoy ES,8,Elementary,407,-12,43642,0.82,Total,4636462
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Title,79323.55
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Per Pupil Funding Minimum (PPFM),0
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Stabilization,0
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Specialty ,0
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,ASP/ECR,72042.47750000001
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,SPED,1144778.6856555
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,ELL,93040
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,At-Risk,221845.4
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Enrollment,4145598.89
School Without Walls @ Francis-Stevens EC,2,Education Campus,439,115,5756629,0.26,Total,5756629
School Without Walls HS,2,High,588,4,5296400,0.15,Title,14750
School Without Walls HS,2,High,588,4,5296400,0.15,Per Pupil Funding Minimum (PPFM),516227.99
School Without Walls HS,2,High,588,4,5296400,0.15,Stabilization,0
School Without Walls HS,2,High,588,4,5296400,0.15,Specialty ,407269
School Without Walls HS,2,High,588,4,5296400,0.15,ASP/ECR,0
School Without Walls HS,2,High,588,4,5296400,0.15,SPED,279120
School Without Walls HS,2,High,588,4,5296400,0.15,ELL,8462.390706427332
School Without Walls HS,2,High,588,4,5296400,0.15,At-Risk,164656.8
School Without Walls HS,2,High,588,4,5296400,0.15,Enrollment,3905913.823126385
School Without Walls HS,2,High,588,4,5296400,0.15,Total,5296400
School-Within-School,6,Elementary,291,48,332657,0.07,Title,6200
School-Within-School,6,Elementary,291,48,332657,0.07,Per Pupil Funding Minimum (PPFM),0
School-Within-School,6,Elementary,291,48,332657,0.07,Stabilization,0
School-Within-School,6,Elementary,291,48,332657,0.07,Specialty ,0
School-Within-School,6,Elementary,291,48,332657,0.07,ASP/ECR,0
School-Within-School,6,Elementary,291,48,332657,0.07,SPED,886759.248946
School-Within-School,6,Elementary,291,48,332657,0.07,ELL,0
School-Within-School,6,Elementary,291,48,332657,0.07,At-Risk,49020
School-Within-School,6,Elementary,291,48,332657,0.07,Enrollment,2355370.75
School-Within-School,6,Elementary,291,48,332657,0.07,Total,3297350
Seaton ES,6,Elementary,326,48,685724,0.5,Title,127975.46
Seaton ES,6,Elementary,326,48,685724,0.5,Per Pupil Funding Minimum (PPFM),0
Seaton ES,6,Elementary,326,48,685724,0.5,Stabilization,0
Seaton ES,6,Elementary,326,48,685724,0.5,Specialty ,0
Seaton ES,6,Elementary,326,48,685724,0.5,ASP/ECR,84814.737
Seaton ES,6,Elementary,326,48,685724,0.5,SPED,819138.6856555
Seaton ES,6,Elementary,326,48,685724,0.5,ELL,558240
Seaton ES,6,Elementary,326,48,685724,0.5,At-Risk,251500.92790697812
Seaton ES,6,Elementary,326,48,685724,0.5,Enrollment,3098982.928539834
Seaton ES,6,Elementary,326,48,685724,0.5,Total,4940653
Shepherd ES,4,Elementary,326,5,-67670,0.19,Title,7950
Shepherd ES,4,Elementary,326,5,-67670,0.19,Per Pupil Funding Minimum (PPFM),0
Shepherd ES,4,Elementary,326,5,-67670,0.19,Stabilization,2785.62
Shepherd ES,4,Elementary,326,5,-67670,0.19,Specialty ,0
Shepherd ES,4,Elementary,326,5,-67670,0.19,ASP/ECR,0
Shepherd ES,4,Elementary,326,5,-67670,0.19,SPED,279120
Shepherd ES,4,Elementary,326,5,-67670,0.19,ELL,29677.291907932828
Shepherd ES,4,Elementary,326,5,-67670,0.19,At-Risk,60648.72790697671
Shepherd ES,4,Elementary,326,5,-67670,0.19,Enrollment,2852220.99
Shepherd ES,4,Elementary,326,5,-67670,0.19,Total,3285891
Simon ES,8,Elementary,307,-3,-40347,0.77,Title,127099.43
Simon ES,8,Elementary,307,-3,-40347,0.77,Per Pupil Funding Minimum (PPFM),0
Simon ES,8,Elementary,307,-3,-40347,0.77,Stabilization,0
Simon ES,8,Elementary,307,-3,-40347,0.77,Specialty ,0
Simon ES,8,Elementary,307,-3,-40347,0.77,ASP/ECR,0
Simon ES,8,Elementary,307,-3,-40347,0.77,SPED,279120
Simon ES,8,Elementary,307,-3,-40347,0.77,ELL,16923.097857556455
Simon ES,8,Elementary,307,-3,-40347,0.77,At-Risk,396815.2279069767
Simon ES,8,Elementary,307,-3,-40347,0.77,Enrollment,2596716.6957995254
Simon ES,8,Elementary,307,-3,-40347,0.77,Total,3416674
Smothers ES,7,Elementary,286,-18,47478,0.74,Title,119215.15
Smothers ES,7,Elementary,286,-18,47478,0.74,Per Pupil Funding Minimum (PPFM),0
Smothers ES,7,Elementary,286,-18,47478,0.74,Stabilization,0
Smothers ES,7,Elementary,286,-18,47478,0.74,Specialty ,0
Smothers ES,7,Elementary,286,-18,47478,0.74,ASP/ECR,0
Smothers ES,7,Elementary,286,-18,47478,0.74,SPED,559679.624473
Smothers ES,7,Elementary,286,-18,47478,0.74,ELL,25387.172119281993
Smothers ES,7,Elementary,286,-18,47478,0.74,At-Risk,413025
Smothers ES,7,Elementary,286,-18,47478,0.74,Enrollment,2654085.05
Smothers ES,7,Elementary,286,-18,47478,0.74,Total,3771392
Sousa MS,7,Middle,260,-26,-185639,0.74,Title,123157.29
Sousa MS,7,Middle,260,-26,-185639,0.74,Per Pupil Funding Minimum (PPFM),0
Sousa MS,7,Middle,260,-26,-185639,0.74,Stabilization,7112.98
Sousa MS,7,Middle,260,-26,-185639,0.74,Specialty ,15000
Sousa MS,7,Middle,260,-26,-185639,0.74,ASP/ECR,0
Sousa MS,7,Middle,260,-26,-185639,0.74,SPED,745759.624473
Sousa MS,7,Middle,260,-26,-185639,0.74,ELL,0
Sousa MS,7,Middle,260,-26,-185639,0.74,At-Risk,362126
Sousa MS,7,Middle,260,-26,-185639,0.74,Enrollment,2273985.4603044013
Sousa MS,7,Middle,260,-26,-185639,0.74,Total,3527141
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Title,250694.73
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Per Pupil Funding Minimum (PPFM),0
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Stabilization,26591.01
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Specialty ,0
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,ASP/ECR,0
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,SPED,744320
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,ELL,0
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,At-Risk,322186.42790697713
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Enrollment,4409847.374302748
Stanton ES,8,Elementary,539,-68,-204886.8377050534,0.87,Total,5753639
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Title,10450
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Per Pupil Funding Minimum (PPFM),0
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Stabilization,0
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Specialty ,0
Stoddert ES,3,Elementary,420,-9,-81463,0.04,ASP/ECR,0
Stoddert ES,3,Elementary,420,-9,-81463,0.04,SPED,186080
Stoddert ES,3,Elementary,420,-9,-81463,0.04,ELL,325640
Stoddert ES,3,Elementary,420,-9,-81463,0.04,At-Risk,48520
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Enrollment,3684123.6012743916
Stoddert ES,3,Elementary,420,-9,-81463,0.04,Total,4254813.601274392
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Title,98134.24
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Per Pupil Funding Minimum (PPFM),0
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Stabilization,0
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Specialty ,0
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,ASP/ECR,0
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,SPED,721779.8122365
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,ELL,12696.742725825132
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,At-Risk,278725
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Enrollment,3338611.21
Stuart-Hobson MS,6,Middle,427,3,13790,0.34,Total,4449947
Takoma EC,4,Education Campus,478,20,-130222,0.43,Title,191950.68
Takoma EC,4,Education Campus,478,20,-130222,0.43,Per Pupil Funding Minimum (PPFM),0
Takoma EC,4,Education Campus,478,20,-130222,0.43,Stabilization,0
Takoma EC,4,Education Campus,478,20,-130222,0.43,Specialty ,0
Takoma EC,4,Education Campus,478,20,-130222,0.43,ASP/ECR,117060.99650000001
Takoma EC,4,Education Campus,478,20,-130222,0.43,SPED,1029198.497892
Takoma EC,4,Education Campus,478,20,-130222,0.43,ELL,604760
Takoma EC,4,Education Campus,478,20,-130222,0.43,At-Risk,383575.5
Takoma EC,4,Education Campus,478,20,-130222,0.43,Enrollment,3746577.7137715993
Takoma EC,4,Education Campus,478,20,-130222,0.43,Total,6073124
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Title,177058.17
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Per Pupil Funding Minimum (PPFM),0
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Stabilization,0
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Specialty ,0
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,ASP/ECR,0
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,SPED,886759.248946
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,ELL,25383.38411986103
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,At-Risk,517197.1279069772
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Enrollment,3529559.0625097696
Thomas ES,7,Elementary,424,-11,172926.06146262586,0.72,Total,5143412
Thomson ES,2,Elementary,273,-7,30749,0.46,Title,117901.11
Thomson ES,2,Elementary,273,-7,30749,0.46,Per Pupil Funding Minimum (PPFM),0
Thomson ES,2,Elementary,273,-7,30749,0.46,Stabilization,0
Thomson ES,2,Elementary,273,-7,30749,0.46,Specialty ,0
Thomson ES,2,Elementary,273,-7,30749,0.46,ASP/ECR,110359.256
Thomson ES,2,Elementary,273,-7,30749,0.46,SPED,372160
Thomson ES,2,Elementary,273,-7,30749,0.46,ELL,697800
Thomson ES,2,Elementary,273,-7,30749,0.46,At-Risk,206716.12790697627
Thomson ES,2,Elementary,273,-7,30749,0.46,Enrollment,2569442.5109048183
Thomson ES,2,Elementary,273,-7,30749,0.46,Total,4074379
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Title,228330.95
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Per Pupil Funding Minimum (PPFM),0
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Stabilization,0
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Specialty ,0
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,ASP/ECR,48373.60499999998
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,SPED,930400
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,ELL,1256040
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,At-Risk,588270
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Enrollment,4512339.44
Truesdell EC,4,Education Campus,570,86,598126.723011977,0.55,Total,7563754
Tubman ES,1,Elementary,501,-26,-194374,0.61,Title,216066.52
Tubman ES,1,Elementary,501,-26,-194374,0.61,Per Pupil Funding Minimum (PPFM),0
Tubman ES,1,Elementary,501,-26,-194374,0.61,Stabilization,0
Tubman ES,1,Elementary,501,-26,-194374,0.61,Specialty ,0
Tubman ES,1,Elementary,501,-26,-194374,0.61,ASP/ECR,0
Tubman ES,1,Elementary,501,-26,-194374,0.61,SPED,955819.4367094999
Tubman ES,1,Elementary,501,-26,-194374,0.61,ELL,744320
Tubman ES,1,Elementary,501,-26,-194374,0.61,At-Risk,517197.12790697627
Tubman ES,1,Elementary,501,-26,-194374,0.61,Enrollment,4075815.5139165125
Tubman ES,1,Elementary,501,-26,-194374,0.61,Total,6509218
Turner ES,8,Elementary,421,-5,481712,0.85,Title,170049.92
Turner ES,8,Elementary,421,-5,481712,0.85,Per Pupil Funding Minimum (PPFM),0
Turner ES,8,Elementary,421,-5,481712,0.85,Stabilization,0
Turner ES,8,Elementary,421,-5,481712,0.85,Specialty ,0
Turner ES,8,Elementary,421,-5,481712,0.85,ASP/ECR,0
Turner ES,8,Elementary,421,-5,481712,0.85,SPED,792279.624473
Turner ES,8,Elementary,421,-5,481712,0.85,ELL,0
Turner ES,8,Elementary,421,-5,481712,0.85,At-Risk,625395.3279069762
Turner ES,8,Elementary,421,-5,481712,0.85,Enrollment,3611015.237294933
Turner ES,8,Elementary,421,-5,481712,0.85,Total,5198740
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Title,226578.89
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Per Pupil Funding Minimum (PPFM),0
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Stabilization,0
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Specialty ,0
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,ASP/ECR,46497.95850000001
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,SPED,1192738.3101285
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,ELL,46569.2439924725
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,At-Risk,408673.3279069762
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Enrollment,4398502.805672664
Tyler ES,6,Elementary,538,-11,-47572.716981047764,0.46,Total,6322500
Van Ness ES,6,Elementary,110,110,1799209,0.25,Title,2750
Van Ness ES,6,Elementary,110,110,1799209,0.25,Per Pupil Funding Minimum (PPFM),0
Van Ness ES,6,Elementary,110,110,1799209,0.25,Stabilization,0
Van Ness ES,6,Elementary,110,110,1799209,0.25,Specialty ,0
Van Ness ES,6,Elementary,110,110,1799209,0.25,ASP/ECR,0
Van Ness ES,6,Elementary,110,110,1799209,0.25,SPED,186080
Van Ness ES,6,Elementary,110,110,1799209,0.25,ELL,0
Van Ness ES,6,Elementary,110,110,1799209,0.25,At-Risk,52391
Van Ness ES,6,Elementary,110,110,1799209,0.25,Enrollment,1557988.5349010911
Van Ness ES,6,Elementary,110,110,1799209,0.25,Total,1799209
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Title,201612.02
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Per Pupil Funding Minimum (PPFM),0
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Stabilization,0
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Specialty ,0
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,ASP/ECR,110359.256
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,SPED,1399918.873419
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,ELL,46577.24088013897
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,At-Risk,679209.2999999999
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Enrollment,3742162.31
Walker-Jones EC,6,Education Campus,484,23,-27290.39762335643,0.75,Total,6179839
Washington Metropolitan HS,1,High,251,-53,-187656,0,Title,106049.69
Washington Metropolitan HS,1,High,251,-53,-187656,0,Per Pupil Funding Minimum (PPFM),0
Washington Metropolitan HS,1,High,251,-53,-187656,0,Stabilization,275896.67
Washington Metropolitan HS,1,High,251,-53,-187656,0,Specialty ,0
Washington Metropolitan HS,1,High,251,-53,-187656,0,ASP/ECR,40460
Washington Metropolitan HS,1,High,251,-53,-187656,0,SPED,857493.5422365
Washington Metropolitan HS,1,High,251,-53,-187656,0,ELL,0
Washington Metropolitan HS,1,High,251,-53,-187656,0,At-Risk,0
Washington Metropolitan HS,1,High,251,-53,-187656,0,Enrollment,2286761.1
Washington Metropolitan HS,1,High,251,-53,-187656,0,Total,3566661
Watkins ES,6,Elementary,482,-41,-143502,0.2,Title,89320.84
Watkins ES,6,Elementary,482,-41,-143502,0.2,Per Pupil Funding Minimum (PPFM),0
Watkins ES,6,Elementary,482,-41,-143502,0.2,Stabilization,250376.7
Watkins ES,6,Elementary,482,-41,-143502,0.2,Specialty ,0
Watkins ES,6,Elementary,482,-41,-143502,0.2,ASP/ECR,59270.218
Watkins ES,6,Elementary,482,-41,-143502,0.2,SPED,418680
