Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,30,66597,6029268,Orange,Newport-Mesa Unified,California Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,416,138,0.332,161,0.387,408,138,0.338,161,0.395,Y
2019-2020,30,66597,6029284,Orange,Newport-Mesa Unified,Charles W. Tewinkle Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,8,669,434,0.649,471,0.704,669,434,0.649,471,0.704,Y
2019-2020,30,66597,6029300,Orange,Newport-Mesa Unified,College Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,512,276,0.539,297,0.58,505,271,0.537,292,0.578,Y
2019-2020,30,66597,6029326,Orange,Newport-Mesa Unified,Everett A. Rea Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,382,257,0.673,279,0.73,374,254,0.679,276,0.738,Y
2019-2020,30,66597,6029334,Orange,Newport-Mesa Unified,Harbor View Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,393,20,5.09E-02,22,5.60E-02,389,20,5.14E-02,22,5.66E-02,Y
2019-2020,30,66597,6029359,Orange,Newport-Mesa Unified,Heinz Kaiser Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,3,6,676,172,0.254,196,0.29,676,172,0.254,196,0.29,Y
2019-2020,30,66597,6029367,Orange,Newport-Mesa Unified,Horace Ensign Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,1152,400,0.347,453,0.393,1152,400,0.347,453,0.393,Y
2019-2020,30,66597,6029375,Orange,Newport-Mesa Unified,Killybrooke Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,367,183,0.499,215,0.586,362,182,0.503,214,0.591,Y
2019-2020,30,66597,6029391,Orange,Newport-Mesa Unified,Mariners Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,647,86,0.133,93,0.144,631,86,0.136,93,0.147,Y
2019-2020,30,66597,6029409,Orange,Newport-Mesa Unified,Maude B. Davis Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,556,117,0.21,135,0.243,556,117,0.21,135,0.243,Y
2019-2020,30,66597,6029433,Orange,Newport-Mesa Unified,Newport Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,428,61,0.143,66,0.154,422,60,0.142,64,0.152,Y
2019-2020,30,66597,6029441,Orange,Newport-Mesa Unified,Newport Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,581,157,0.27,178,0.306,570,155,0.272,175,0.307,Y
2019-2020,30,66597,6029458,Orange,Newport-Mesa Unified,Paularino Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,410,232,0.566,260,0.634,403,228,0.566,256,0.635,Y
2019-2020,30,66597,6029466,Orange,Newport-Mesa Unified,Pomona Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,424,320,0.755,340,0.802,419,316,0.754,335,0.8,Y
2019-2020,30,66597,6029482,Orange,Newport-Mesa Unified,Sonora Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,398,263,0.661,296,0.744,394,260,0.66,293,0.744,Y
2019-2020,30,66597,6029490,Orange,Newport-Mesa Unified,Victoria Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,331,174,0.526,212,0.64,325,173,0.532,211,0.649,Y
2019-2020,30,66597,6029516,Orange,Newport-Mesa Unified,Whittier Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,553,401,0.725,447,0.808,543,391,0.72,437,0.805,Y
2019-2020,30,66597,6029524,Orange,Newport-Mesa Unified,Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,P,6,410,305,0.744,338,0.824,403,298,0.739,331,0.821,Y
2019-2020,30,66597,6068399,Orange,Newport-Mesa Unified,Eastbluff Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,416,48,0.115,51,0.123,405,48,0.119,51,0.126,Y
2019-2020,30,66597,6089460,Orange,Newport-Mesa Unified,Roy O. Andersen Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,361,11,3.05E-02,11,3.05E-02,358,11,3.07E-02,11,3.07E-02,Y
2019-2020,30,66597,6107833,Orange,Newport-Mesa Unified,Woodland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,2,518,100,0.193,112,0.216,495,97,0.196,109,0.22,Y
2019-2020,30,66597,6118236,Orange,Newport-Mesa Unified,Newport Coast Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,6,486,34,7.00E-02,35,7.20E-02,476,33,6.93E-02,34,7.14E-02,Y
2019-2020,30,66613,1,Orange,Ocean View,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,0.444,4,0.444,9,4,0.444,4,0.444,Y
2019-2020,30,66613,6029540,Orange,Ocean View,Circle View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,749,163,0.218,229,0.306,749,163,0.218,229,0.306,Y
2019-2020,30,66613,6029557,Orange,Ocean View,College View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,371,204,0.55,247,0.666,359,200,0.557,239,0.666,Y
2019-2020,30,66613,6029581,Orange,Ocean View,Harbour View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,680,198,0.291,266,0.391,664,193,0.291,257,0.387,Y
2019-2020,30,66613,6029607,Orange,Ocean View,Hope View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,635,109,0.172,155,0.244,626,108,0.173,153,0.244,Y
2019-2020,30,66613,6029615,Orange,Ocean View,Lake View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,408,224,0.549,274,0.672,395,218,0.552,266,0.673,Y
2019-2020,30,66613,6029631,Orange,Ocean View,Marine View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,656,270,0.412,329,0.502,656,270,0.412,329,0.502,Y
2019-2020,30,66613,6029656,Orange,Ocean View,Oak View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,584,544,0.932,573,0.981,571,531,0.93,560,0.981,Y
2019-2020,30,66613,6029698,Orange,Ocean View,Spring View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,639,276,0.432,346,0.541,639,276,0.432,346,0.541,Y
2019-2020,30,66613,6029706,Orange,Ocean View,Star View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,435,206,0.474,270,0.621,426,202,0.474,263,0.617,Y
2019-2020,30,66613,6029722,Orange,Ocean View,Village View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,432,121,0.28,164,0.38,419,120,0.286,162,0.387,Y
2019-2020,30,66613,6029730,Orange,Ocean View,Westmont Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,400,284,0.71,328,0.82,387,276,0.713,318,0.822,Y
2019-2020,30,66613,6066849,Orange,Ocean View,Mesa View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,858,276,0.322,366,0.427,858,276,0.322,366,0.427,Y
2019-2020,30,66613,6068613,Orange,Ocean View,Vista View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,540,355,0.657,418,0.774,540,355,0.657,418,0.774,Y
2019-2020,30,66613,6071104,Orange,Ocean View,Golden View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,325,164,0.505,200,0.615,325,164,0.505,200,0.615,Y
2019-2020,30,66621,0,Orange,Orange Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,57,11,0.193,11,0.193,16,0,0,0,0,Y
2019-2020,30,66621,1,Orange,Orange Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,7,0.171,7,0.171,36,7,0.194,7,0.194,Y
2019-2020,30,66621,114769,Orange,Orange Unified,OUSD Community Day,Unified School District,District Community Day Schools,Community Day School,Not Participating,No ,N/A,N/A,N,7,12,35,28,0.8,28,0.8,34,27,0.794,27,0.794,Y
2019-2020,30,66621,118174,Orange,Orange Unified,OUSD Home Sch,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,80,30,0.375,31,0.388,79,30,0.38,31,0.392,Y
2019-2020,30,66621,3030046,Orange,Orange Unified,Canyon High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2173,306,0.141,339,0.156,2123,298,0.14,330,0.155,Y
2019-2020,30,66621,3031952,Orange,Orange Unified,El Modena High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2114,924,0.437,1012,0.479,2070,907,0.438,995,0.481,Y
2019-2020,30,66621,3035409,Orange,Orange Unified,Orange High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1769,1172,0.663,1286,0.727,1730,1150,0.665,1261,0.729,Y
2019-2020,30,66621,3035748,Orange,Orange Unified,Richland Continuation High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,159,100,0.629,103,0.648,131,80,0.611,83,0.634,Y
2019-2020,30,66621,3038098,Orange,Orange Unified,Villa Park High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2254,726,0.322,798,0.354,2207,714,0.324,783,0.355,Y
2019-2020,30,66621,6029748,Orange,Orange Unified,California Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,599,461,0.77,518,0.865,582,453,0.778,510,0.876,Y
2019-2020,30,66621,6029755,Orange,Orange Unified,Cambridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,531,368,0.693,392,0.738,487,348,0.715,372,0.764,Y
2019-2020,30,66621,6029763,Orange,Orange Unified,Crescent Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,764,73,9.55E-02,81,0.106,745,73,9.80E-02,81,0.109,Y
2019-2020,30,66621,6029771,Orange,Orange Unified,Esplanade Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,353,302,0.856,323,0.915,337,295,0.875,316,0.938,Y
2019-2020,30,66621,6029789,Orange,Orange Unified,Fairhaven Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,517,364,0.704,406,0.785,497,354,0.712,396,0.797,Y
2019-2020,30,66621,6029797,Orange,Orange Unified,Fletcher Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,451,155,0.344,168,0.373,431,151,0.35,164,0.381,Y
2019-2020,30,66621,6029805,Orange,Orange Unified,Handy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,445,373,0.838,404,0.908,432,367,0.85,398,0.921,Y
2019-2020,30,66621,6029821,Orange,Orange Unified,Jordan Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No,N/A,N/A,N,K,6,379,297,0.784,321,0.847,363,290,0.799,314,0.865,Y
2019-2020,30,66621,6029854,Orange,Orange Unified,Lampson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,741,510,0.688,556,0.75,725,503,0.694,549,0.757,Y
2019-2020,30,66621,6029862,Orange,Orange Unified,La Veta Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,601,278,0.463,303,0.504,585,276,0.472,301,0.515,Y
2019-2020,30,66621,6029870,Orange,Orange Unified,Olive Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,420,197,0.469,215,0.512,398,194,0.487,212,0.533,Y
2019-2020,30,66621,6029888,Orange,Orange Unified,Palmyra Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,397,242,0.61,261,0.657,396,242,0.611,261,0.659,Y
2019-2020,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,430,63,0.147,74,0.172,409,60,0.147,71,0.174,Y
2019-2020,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,408,284,0.696,300,0.735,408,284,0.696,300,0.735,Y
2019-2020,30,66621,6029920,Orange,Orange Unified,Canyon Hills,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,No ,N/A,N/A,N,K,Adult,132,45,0.341,49,0.371,48,18,0.375,19,0.396,Y
2019-2020,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,539,138,0.256,149,0.276,539,138,0.256,149,0.276,Y
2019-2020,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,402,284,0.706,311,0.774,401,284,0.708,311,0.776,Y
2019-2020,30,66621,6029961,Orange,Orange Unified,Taft Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,552,448,0.812,491,0.889,538,442,0.822,485,0.901,Y
2019-2020,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,609,97,0.159,112,0.184,609,97,0.159,112,0.184,Y
2019-2020,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,387,241,0.623,270,0.698,366,234,0.639,263,0.719,Y
2019-2020,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,904,363,0.402,389,0.43,904,363,0.402,389,0.43,Y
2019-2020,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,847,186,0.22,221,0.261,847,186,0.22,221,0.261,Y
2019-2020,30,66621,6061725,Orange,Orange Unified,Portola Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,659,480,0.728,531,0.806,659,480,0.728,531,0.806,Y
2019-2020,30,66621,6061733,Orange,Orange Unified,Yorba Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,552,444,0.804,495,0.897,552,444,0.804,495,0.897,Y
2019-2020,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,440,93,0.211,102,0.232,424,91,0.215,100,0.236,Y
2019-2020,30,66621,6071120,Orange,Orange Unified,Nohl Canyon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,531,56,0.105,57,0.107,531,56,0.105,57,0.107,Y
2019-2020,30,66621,6085328,Orange,Orange Unified,Santiago Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Yes,66,Directly funded,Y,7,8,1026,553,0.539,611,0.596,1026,553,0.539,611,0.596,Y
2019-2020,30,66621,6094874,Orange,Orange Unified,El Rancho Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,Yes,445,Locally funded,Y,7,8,1195,147,0.123,167,0.14,1195,147,0.123,167,0.14,Y
2019-2020,30,66621,6096333,Orange,Orange Unified,Imperial Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,486,70,0.144,79,0.163,464,69,0.149,78,0.168,Y
2019-2020,30,66621,6097364,Orange,Orange Unified,Anaheim Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,512,47,9.18E-02,52,0.102,493,45,9.13E-02,50,0.101,Y
2019-2020,30,66621,6107767,Orange,Orange Unified,Chapman Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,464,77,0.166,85,0.183,454,76,0.167,84,0.185,Y
2019-2020,30,66621,6114565,Orange,Orange Unified,Canyon Rim Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,665,99,0.149,113,0.17,625,94,0.15,108,0.173,Y
2019-2020,30,66621,6116586,Orange,Orange Unified,Running Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,671,87,0.13,101,0.151,656,86,0.131,100,0.152,Y
2019-2020,30,66647,1,Orange,Placentia-Yorba Linda Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,8,0.471,8,0.471,13,7,0.538,7,0.538,Y
2019-2020,30,66647,102897,Orange,Placentia-Yorba Linda Unified,Melrose Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,539,501,0.929,526,0.976,519,484,0.933,507,0.977,Y
2019-2020,30,66647,109678,Orange,Placentia-Yorba Linda Unified,Lakeview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,483,53,0.11,61,0.126,467,50,0.107,58,0.124,Y
2019-2020,30,66647,116525,Orange,Placentia-Yorba Linda Unified,Valadez Middle School Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,677,576,0.851,646,0.954,677,576,0.851,646,0.954,Y
2019-2020,30,66647,119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1802,198,0.11,228,0.127,1747,192,0.11,222,0.127,Y
2019-2020,30,66647,3030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1542,313,0.203,371,0.241,1496,299,0.2,354,0.237,Y
2019-2020,30,66647,3030483,Orange,Placentia-Yorba Linda Unified,La Entrada High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,85,28,0.329,32,0.376,76,25,0.329,29,0.382,Y
2019-2020,30,66647,3031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2010,435,0.216,494,0.246,1965,427,0.217,485,0.247,Y
2019-2020,30,66647,3031945,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,152,99,0.651,112,0.737,123,78,0.634,90,0.732,Y
2019-2020,30,66647,3038023,Orange,Placentia-Yorba Linda Unified,Valencia High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,2695,1300,0.482,1516,0.563,2649,1275,0.481,1490,0.562,Y
2019-2020,30,66647,6029995,Orange,Placentia-Yorba Linda Unified,Brookhaven Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,527,72,0.137,88,0.167,486,68,0.14,82,0.169,Y
2019-2020,30,66647,6030001,Orange,Placentia-Yorba Linda Unified,Charles Wagner Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,431,64,0.148,81,0.188,407,59,0.145,76,0.187,Y
2019-2020,30,66647,6030019,Orange,Placentia-Yorba Linda Unified,Col. J. K. Tuffree Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,630,178,0.283,203,0.322,630,178,0.283,203,0.322,Y
2019-2020,30,66647,6030027,Orange,Placentia-Yorba Linda Unified,Glenknoll Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,478,72,0.151,75,0.157,461,68,0.148,71,0.154,Y
2019-2020,30,66647,6030035,Orange,Placentia-Yorba Linda Unified,Golden Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,840,98,0.117,110,0.131,840,98,0.117,110,0.131,Y
2019-2020,30,66647,6030043,Orange,Placentia-Yorba Linda Unified,Kraemer Middle,Unified School District,Junior High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,1073,387,0.361,453,0.422,1073,387,0.361,453,0.422,Y
2019-2020,30,66647,6030050,Orange,Placentia-Yorba Linda Unified,Morse Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No,N/A,N/A,N,K,6,444,254,0.572,296,0.667,423,242,0.572,281,0.664,Y
2019-2020,30,66647,6030076,Orange,Placentia-Yorba Linda Unified,Rio Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,810,591,0.73,673,0.831,766,566,0.739,644,0.841,Y
2019-2020,30,66647,6030084,Orange,Placentia-Yorba Linda Unified,Ruby Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,417,297,0.712,357,0.856,397,284,0.715,341,0.859,Y
2019-2020,30,66647,6030092,Orange,Placentia-Yorba Linda Unified,Sierra Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,535,134,0.25,145,0.271,512,131,0.256,142,0.277,Y
2019-2020,30,66647,6030100,Orange,Placentia-Yorba Linda Unified,Van Buren Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,673,194,0.288,220,0.327,634,184,0.29,208,0.328,Y
2019-2020,30,66647,6030936,Orange,Placentia-Yorba Linda Unified,Mabel M. Paine Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,438,117,0.267,133,0.304,389,109,0.28,121,0.311,Y
2019-2020,30,66647,6030951,Orange,Placentia-Yorba Linda Unified,Rose Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,428,94,0.22,115,0.269,403,87,0.216,106,0.263,Y
2019-2020,30,66647,6030969,Orange,Placentia-Yorba Linda Unified,Yorba Linda Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,860,146,0.17,167,0.194,860,146,0.17,167,0.194,Y
2019-2020,30,66647,6068621,Orange,Placentia-Yorba Linda Unified,Bernardo Yorba Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,576,144,0.25,166,0.288,576,144,0.25,166,0.288,Y
2019-2020,30,66647,6071146,Orange,Placentia-Yorba Linda Unified,Fairmont Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,920,96,0.104,104,0.113,884,88,9.95E-02,96,0.109,Y
2019-2020,30,66647,6085633,Orange,Placentia-Yorba Linda Unified,Topaz Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,493,408,0.828,450,0.913,467,389,0.833,427,0.914,Y
2019-2020,30,66647,6085641,Orange,Placentia-Yorba Linda Unified,Glenview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,590,221,0.375,258,0.437,568,216,0.38,251,0.442,Y
2019-2020,30,66647,6089478,Orange,Placentia-Yorba Linda Unified,George Key,Unified School District,Special Education Schools (Public),Special Education School,CEP,No ,N/A,N/A,N,K,Adult,112,29,0.259,43,0.384,39,7,0.179,11,0.282,Y
2019-2020,30,66647,6095160,Orange,Placentia-Yorba Linda Unified,Linda Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,415,67,0.161,71,0.171,415,67,0.161,71,0.171,Y
2019-2020,30,66647,6097000,Orange,Placentia-Yorba Linda Unified,Woodsboro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,538,140,0.26,155,0.288,522,137,0.262,151,0.289,Y
2019-2020,30,66647,6097018,Orange,Placentia-Yorba Linda Unified,John O. Tynes Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,821,495,0.603,591,0.72,791,480,0.607,572,0.723,Y
2019-2020,30,66647,6106009,Orange,Placentia-Yorba Linda Unified,Travis Ranch,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,1347,150,0.111,182,0.135,1318,148,0.112,179,0.136,Y
2019-2020,30,66647,6109102,Orange,Placentia-Yorba Linda Unified,Bryant Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,570,84,0.147,94,0.165,538,80,0.149,89,0.165,Y
2019-2020,30,66647,6119556,Orange,Placentia-Yorba Linda Unified,Parkview,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,194,19,9.79E-02,21,0.108,188,18,9.57E-02,20,0.106,Y
2019-2020,30,66670,0,Orange,Santa Ana Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,1,0,0,0,0,1,0,0,0,0,Y
2019-2020,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,32,0.696,35,0.761,44,31,0.705,34,0.773,Y
2019-2020,30,66670,101626,Orange,Santa Ana Unified,Edward B. Cole Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,578,Directly funded,Y,K,5,393,308,0.784,365,0.929,385,303,0.787,359,0.932,Y
