Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,21,65458,6024863,Marin,San Rafael City Elementary,Sun Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,501,79,0.158,91,0.182,501,79,0.158,91,0.182,Y
2018-2019,21,65458,6058622,Marin,San Rafael City Elementary,James B. Davidson Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1204,711,0.591,770,0.64,1204,711,0.591,770,0.64,Y
2018-2019,21,65466,1,Marin,San Rafael City High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,4,0.267,4,0.267,11,4,0.364,4,0.364,Y
2018-2019,21,65466,2133254,Marin,San Rafael City High,Madrone High Continuation,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,62,43,0.694,45,0.726,57,40,0.702,42,0.737,Y
2018-2019,21,65466,2133262,Marin,San Rafael City High,San Rafael High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1333,744,0.558,829,0.622,1294,710,0.549,795,0.614,Y
2018-2019,21,65466,2134005,Marin,San Rafael City High,Terra Linda High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1230,431,0.35,477,0.388,1182,406,0.343,452,0.382,Y
2018-2019,21,65474,6024889,Marin,Sausalito Marin City,Bayside Martin Luther King Jr. Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,119,100,0.84,100,0.84,112,96,0.857,96,0.857,Y
2018-2019,21,65474,6118491,Marin,Sausalito Marin City,Willow Creek Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,351,Directly funded,Y,K,8,409,147,0.359,162,0.396,409,147,0.359,162,0.396,Y
2018-2019,21,65482,1,Marin,Tamalpais Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,1,3.33E-02,1,3.33E-02,22,1,4.55E-02,1,4.55E-02,Y
2018-2019,21,65482,2130078,Marin,Tamalpais Union High,Tamiscal High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,124,7,5.65E-02,8,6.45E-02,116,7,6.03E-02,8,6.90E-02,Y
2018-2019,21,65482,2131340,Marin,Tamalpais Union High,Sir Francis Drake High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1301,126,9.68E-02,140,0.108,1261,120,9.52E-02,134,0.106,Y
2018-2019,21,65482,2132587,Marin,Tamalpais Union High,Redwood High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1928,138,7.16E-02,150,7.78E-02,1866,136,7.29E-02,148,7.93E-02,Y
2018-2019,21,65482,2133692,Marin,Tamalpais Union High,Tamalpais High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1591,146,9.18E-02,155,9.74E-02,1545,141,9.13E-02,150,9.71E-02,Y
2018-2019,21,65482,2134419,Marin,Tamalpais Union High,San Andreas High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,69,22,0.319,24,0.348,58,18,0.31,19,0.328,Y
2018-2019,21,73361,2134310,Marin,Shoreline Unified,Tomales High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,156,82,0.526,105,0.673,149,78,0.523,101,0.678,Y
2018-2019,21,73361,6024921,Marin,Shoreline Unified,Tomales Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,143,87,0.608,103,0.72,141,85,0.603,101,0.716,Y
2018-2019,21,73361,6024947,Marin,Shoreline Unified,Inverness Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,1,33,11,0.333,17,0.515,32,10,0.312,16,0.5,Y
2018-2019,21,73361,6024954,Marin,Shoreline Unified,West Marin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,2,8,153,79,0.516,99,0.647,153,79,0.516,99,0.647,Y
2018-2019,21,73361,6051627,Marin,Shoreline Unified,Bodega Bay Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,23,12,0.522,16,0.696,22,11,0.5,15,0.682,Y
2018-2019,21,75002,1,Marin,Ross Valley Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,0,0,0,0,13,0,0,0,0,Y
2018-2019,21,75002,124578,Marin,Ross Valley Elementary,Hidden Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,331,19,5.74E-02,19,5.74E-02,331,19,5.74E-02,19,5.74E-02,Y
2018-2019,21,75002,6024277,Marin,Ross Valley Elementary,Manor Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,275,50,0.182,50,0.182,275,50,0.182,50,0.182,Y
2018-2019,21,75002,6024285,Marin,Ross Valley Elementary,White Hill Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,744,91,0.122,94,0.126,744,91,0.122,94,0.126,Y
2018-2019,21,75002,6024681,Marin,Ross Valley Elementary,Brookside Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,361,22,6.09E-02,23,6.37E-02,345,22,6.38E-02,23,6.67E-02,Y
2018-2019,21,75002,6024731,Marin,Ross Valley Elementary,Wade Thomas Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,370,25,6.76E-02,25,6.76E-02,370,25,6.76E-02,25,6.76E-02,Y
2018-2019,21,77065,135350,Marin,SBE - Ross Valley Elementary,Ross Valley Charter,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,Yes,1790,Directly funded,N,K,5,161,45,0.28,48,0.298,158,44,0.278,47,0.297,Y
2018-2019,22,10223,6105308,Mariposa,Mariposa County Office of Education,Monarch Academy,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,45,29,0.644,38,0.844,40,28,0.7,34,0.85,Y
2018-2019,22,65532,1,Mariposa,Mariposa County Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,1,3,1,2,2,1,2,1,Y
2018-2019,22,65532,125823,Mariposa,Mariposa County Unified,Sierra Foothill Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1396,Directly funded,Y,K,8,137,58,0.423,62,0.453,136,58,0.426,62,0.456,Y
2018-2019,22,65532,132258,Mariposa,Mariposa County Unified,Greeley Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,55,47,0.855,53,0.964,55,47,0.855,53,0.964,Y
2018-2019,22,65532,2230035,Mariposa,Mariposa County Unified,Spring Hill High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,22,16,0.727,18,0.818,20,15,0.75,17,0.85,Y
2018-2019,22,65532,2230068,Mariposa,Mariposa County Unified,Sierra Home,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,23,13,0.565,13,0.565,23,13,0.565,13,0.565,Y
2018-2019,22,65532,2230076,Mariposa,Mariposa County Unified,Coulterville High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,9,6,0.667,6,0.667,9,6,0.667,6,0.667,Y
2018-2019,22,65532,2230084,Mariposa,Mariposa County Unified,Yosemite Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2,2,1,2,1,2,2,1,2,1,Y
2018-2019,22,65532,2235356,Mariposa,Mariposa County Unified,Mariposa County High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,490,225,0.459,302,0.616,460,205,0.446,278,0.604,Y
2018-2019,22,65532,6025001,Mariposa,Mariposa County Unified,Yosemite National Park El Portal,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,86,34,0.395,55,0.64,82,34,0.415,54,0.659,Y
2018-2019,22,65532,6025035,Mariposa,Mariposa County Unified,Mariposa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,403,264,0.655,307,0.762,388,254,0.655,295,0.76,Y
2018-2019,22,65532,6025050,Mariposa,Mariposa County Unified,Woodland Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,405,176,0.435,242,0.598,405,176,0.435,242,0.598,Y
2018-2019,22,65532,6025068,Mariposa,Mariposa County Unified,Yosemite National Park Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,27,1,3.70E-02,9,0.333,27,1,3.70E-02,9,0.333,Y
2018-2019,22,65532,6103477,Mariposa,Mariposa County Unified,Lake Don Pedro Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,176,112,0.636,131,0.744,175,112,0.64,130,0.743,Y
2018-2019,23,10231,110023,Mendocino,Mendocino County Office of Education,Orr Creek,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,K,12,9,7,0.778,8,0.889,9,7,0.778,8,0.889,Y
2018-2019,23,10231,2330124,Mendocino,Mendocino County Office of Education,West Hills Juvenile Hall Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,K,12,19,19,1,19,1,19,19,1,19,1,Y
2018-2019,23,10231,2330447,Mendocino,Mendocino County Office of Education,Mendocino County Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,51,46,0.902,46,0.902,50,45,0.9,45,0.9,Y
2018-2019,23,65540,1,Mendocino,Anderson Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,Y
2018-2019,23,65540,2330058,Mendocino,Anderson Valley Unified,Rancheria Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,9,8,0.889,8,0.889,6,5,0.833,5,0.833,Y
2018-2019,23,65540,2330900,Mendocino,Anderson Valley Unified,Anderson Valley Junior-Senior High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,7,12,226,165,0.73,187,0.827,219,159,0.726,181,0.826,Y
2018-2019,23,65540,6025084,Mendocino,Anderson Valley Unified,Anderson Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,254,198,0.78,211,0.831,247,193,0.781,206,0.834,Y
2018-2019,23,65557,6025092,Mendocino,Arena Union Elementary,Arena Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,238,148,0.622,180,0.756,237,148,0.624,180,0.759,Y
2018-2019,23,65557,6116669,Mendocino,Arena Union Elementary,Pacific Community Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,192,Directly funded,Y,K,12,75,41,0.547,42,0.56,73,40,0.548,41,0.562,Y
2018-2019,23,65565,123737,Mendocino,Fort Bragg Unified,Three Rivers Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1275,Directly funded,Y,1,12,109,72,0.661,80,0.734,108,72,0.667,79,0.731,Y
2018-2019,23,65565,2330215,Mendocino,Fort Bragg Unified,Noyo High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,20,18,0.9,18,0.9,20,18,0.9,18,0.9,Y
2018-2019,23,65565,2330355,Mendocino,Fort Bragg Unified,Lighthouse Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,22,19,0.864,19,0.864,22,19,0.864,19,0.864,Y
2018-2019,23,65565,2331361,Mendocino,Fort Bragg Unified,Fort Bragg High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,512,262,0.512,314,0.613,499,256,0.513,307,0.615,Y
2018-2019,23,65565,6025100,Mendocino,Fort Bragg Unified,Dana Gray Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,3,5,411,290,0.706,322,0.783,411,290,0.706,322,0.783,Y
2018-2019,23,65565,6025126,Mendocino,Fort Bragg Unified,Redwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,P,2,400,278,0.695,312,0.78,385,267,0.694,301,0.782,Y
2018-2019,23,65565,6061667,Mendocino,Fort Bragg Unified,Fort Bragg Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,399,259,0.649,287,0.719,399,259,0.649,287,0.719,Y
2018-2019,23,65565,6119184,Mendocino,Fort Bragg Unified,Shelter Cove,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,4,8,10,9,0.9,10,1,10,9,0.9,10,1,Y
2018-2019,23,65573,6025134,Mendocino,Manchester Union Elementary,Manchester Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,36,17,0.472,21,0.583,35,17,0.486,20,0.571,Y
2018-2019,23,65581,2330090,Mendocino,Mendocino Unified,Mendocino Sunrise High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,12,10,0.833,10,0.833,9,7,0.778,7,0.778,Y
2018-2019,23,65581,2330306,Mendocino,Mendocino Unified,Mendocino Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,4,3,0.75,3,0.75,4,3,0.75,3,0.75,Y
2018-2019,23,65581,2333185,Mendocino,Mendocino Unified,Mendocino High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,174,54,0.31,58,0.333,171,54,0.316,58,0.339,Y
2018-2019,23,65581,6025142,Mendocino,Mendocino Unified,Comptche Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,3,17,9,0.529,10,0.588,17,9,0.529,10,0.588,Y
2018-2019,23,65581,6025167,Mendocino,Mendocino Unified,Mendocino K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,309,130,0.421,138,0.447,309,130,0.421,138,0.447,Y
2018-2019,23,65581,6116149,Mendocino,Mendocino Unified,Albion Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,3,20,20,1,20,1,20,20,1,20,1,Y
2018-2019,23,65599,2330108,Mendocino,Point Arena Joint Union High,South Coast Continuation,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,10,6,0.6,6,0.6,8,5,0.625,5,0.625,Y
2018-2019,23,65599,2333649,Mendocino,Point Arena Joint Union High,Point Arena High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,123,66,0.537,78,0.634,121,65,0.537,77,0.636,Y
2018-2019,23,65607,2330033,Mendocino,Round Valley Unified,Round Valley Continuation,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,14,13,0.929,13,0.929,10,9,0.9,9,0.9,Y
2018-2019,23,65607,2330272,Mendocino,Round Valley Unified,Eel River Charter,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,32,Directly funded,N,K,6,52,49,0.942,51,0.981,51,48,0.941,50,0.98,Y
2018-2019,23,65607,2334563,Mendocino,Round Valley Unified,Round Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,104,100,0.962,100,0.962,98,94,0.959,94,0.959,Y
2018-2019,23,65607,6025175,Mendocino,Round Valley Unified,Round Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,291,282,0.969,282,0.969,288,280,0.972,280,0.972,Y
2018-2019,23,65615,0,Mendocino,Ukiah Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,15,2,0.133,2,0.133,0,0,0,0,0,Y
2018-2019,23,65615,1,Mendocino,Ukiah Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0.333,1,0.333,3,1,0.333,1,0.333,Y
2018-2019,23,65615,101147,Mendocino,Ukiah Unified,Grace Hudson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,435,293,0.674,348,0.8,424,287,0.677,341,0.804,Y
2018-2019,23,65615,115055,Mendocino,Ukiah Unified,River Oak Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,910,Directly funded,Y,K,8,245,97,0.396,114,0.465,238,94,0.395,110,0.462,Y
2018-2019,23,65615,128280,Mendocino,Ukiah Unified,Ukiah Independent Study Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,115,58,0.504,66,0.574,107,53,0.495,61,0.57,Y
2018-2019,23,65615,2330413,Mendocino,Ukiah Unified,Redwood Academy of Ukiah,Unified School District,High Schools (Public),Traditional,CEP,Yes,271,Directly funded,Y,7,12,151,70,0.464,87,0.576,146,68,0.466,84,0.575,Y
2018-2019,23,65615,2330454,Mendocino,Ukiah Unified,Accelerated Achievement Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,439,Directly funded,Y,4,12,146,109,0.747,126,0.863,140,106,0.757,121,0.864,Y
2018-2019,23,65615,2334704,Mendocino,Ukiah Unified,South Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,125,97,0.776,108,0.864,106,80,0.755,90,0.849,Y
2018-2019,23,65615,2335024,Mendocino,Ukiah Unified,Ukiah High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1619,987,0.61,1185,0.732,1571,954,0.607,1147,0.73,Y
2018-2019,23,65615,6025183,Mendocino,Ukiah Unified,Calpella Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,4,492,358,0.728,404,0.821,478,348,0.728,392,0.82,Y
2018-2019,23,65615,6025191,Mendocino,Ukiah Unified,Frank Zeek Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,486,313,0.644,373,0.767,480,309,0.644,368,0.767,Y
2018-2019,23,65615,6025217,Mendocino,Ukiah Unified,Nokomis Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,418,359,0.859,396,0.947,409,350,0.856,387,0.946,Y
2018-2019,23,65615,6025225,Mendocino,Ukiah Unified,Oak Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,461,381,0.826,424,0.92,454,375,0.826,417,0.919,Y
2018-2019,23,65615,6025233,Mendocino,Ukiah Unified,Pomolita Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,788,551,0.699,626,0.794,788,551,0.699,626,0.794,Y
2018-2019,23,65615,6025274,Mendocino,Ukiah Unified,Yokayo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,507,360,0.71,414,0.817,501,357,0.713,411,0.82,Y
2018-2019,23,65615,6114581,Mendocino,Ukiah Unified,Eagle Peak Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,5,8,517,317,0.613,381,0.737,517,317,0.613,381,0.737,Y
2018-2019,23,65615,6117386,Mendocino,Ukiah Unified,Tree of Life Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,276,Directly funded,Y,K,8,83,39,0.47,46,0.554,82,39,0.476,46,0.561,Y
2018-2019,23,65623,112300,Mendocino,Willits Unified,La Vida Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,822,Directly funded,Y,K,12,76,57,0.75,67,0.882,74,55,0.743,65,0.878,Y
2018-2019,23,65623,125658,Mendocino,Willits Unified,Willits Elementary Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1373,Directly funded,Y,K,5,139,73,0.525,85,0.612,139,73,0.525,85,0.612,Y
2018-2019,23,65623,136887,Mendocino,Willits Unified,Sanhedrin Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,55,47,0.855,49,0.891,53,45,0.849,47,0.887,Y
2018-2019,23,65623,2330363,Mendocino,Willits Unified,Willits Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,166,Directly funded,Y,6,12,120,70,0.583,81,0.675,119,69,0.58,80,0.672,Y
2018-2019,23,65623,2335487,Mendocino,Willits Unified,Willits High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,415,260,0.627,277,0.667,411,258,0.628,275,0.669,Y
2018-2019,23,65623,6025282,Mendocino,Willits Unified,Baechtel Grove Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,299,183,0.612,192,0.642,299,183,0.612,192,0.642,Y
2018-2019,23,65623,6025290,Mendocino,Willits Unified,Brookside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,2,377,276,0.732,304,0.806,356,262,0.736,288,0.809,Y
2018-2019,23,65623,6104590,Mendocino,Willits Unified,Sherwood,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,62,37,0.597,37,0.597,62,37,0.597,37,0.597,Y
2018-2019,23,65623,6108369,Mendocino,Willits Unified,Blosser Lane Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,3,5,304,226,0.743,239,0.786,304,226,0.743,239,0.786,Y
2018-2019,23,73866,107250,Mendocino,Potter Valley Community Unified,Potter Valley Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,37,21,0.568,24,0.649,37,21,0.568,24,0.649,Y
2018-2019,23,73866,2330041,Mendocino,Potter Valley Community Unified,Potter Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,65,42,0.646,46,0.708,61,41,0.672,44,0.721,Y
2018-2019,23,73866,6025241,Mendocino,Potter Valley Community Unified,Potter Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,162,91,0.562,99,0.611,162,91,0.562,99,0.611,Y
2018-2019,23,73916,2332260,Mendocino,Laytonville Unified,Laytonville High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,110,61,0.555,72,0.655,108,60,0.556,71,0.657,Y
2018-2019,23,73916,6025308,Mendocino,Laytonville Unified,Laytonville Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,240,144,0.6,170,0.708,240,144,0.6,170,0.708,Y
2018-2019,23,73916,6107866,Mendocino,Laytonville Unified,Spy Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,10,3,0.3,4,0.4,10,3,0.3,4,0.4,Y
2018-2019,23,75218,2330207,Mendocino,Leggett Valley Unified,Whale Gulch High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,10,6,0.6,6,0.6,9,6,0.667,6,0.667,Y
2018-2019,23,75218,2332724,Mendocino,Leggett Valley Unified,Leggett Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,16,10,0.625,10,0.625,15,9,0.6,9,0.6,Y
2018-2019,23,75218,6025118,Mendocino,Leggett Valley Unified,Leggett Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,66,37,0.561,39,0.591,65,36,0.554,38,0.585,Y
2018-2019,23,75218,6111074,Mendocino,Leggett Valley Unified,Whale Gulch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,36,18,0.5,19,0.528,36,18,0.5,19,0.528,Y
2018-2019,24,10249,1,Merced,Merced County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,7,1,7,1,7,7,1,7,1,Y
2018-2019,24,10249,106518,Merced,Merced County Office of Education,Merced Scholars Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,631,Locally funded,N,6,12,129,70,0.543,85,0.659,126,69,0.548,84,0.667,Y
2018-2019,24,10249,138032,Merced,Merced County Office of Education,Come Back Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,2002,Locally funded,N,9,12,19,9,0.474,9,0.474,0,0,0,0,0,Y
2018-2019,24,10249,2430056,Merced,Merced County Office of Education,Merced County Juvenile Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,K,12,27,27,1,27,1,26,26,1,26,1,Y
2018-2019,24,10249,2430148,Merced,Merced County Office of Education,Valley Merced Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,K,12,196,148,0.755,152,0.776,162,121,0.747,125,0.772,Y
2018-2019,24,10249,2430163,Merced,Merced County Office of Education,Valley Los Banos Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,86,73,0.849,79,0.919,78,67,0.859,72,0.923,Y
2018-2019,24,10249,2430171,Merced,Merced County Office of Education,Valley Atwater Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,137,113,0.825,114,0.832,133,111,0.835,112,0.842,Y
2018-2019,24,10249,6068498,Merced,Merced County Office of Education,Floyd A. Schelby,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,71,63,0.887,67,0.944,54,49,0.907,52,0.963,Y
2018-2019,24,10249,6069199,Merced,Merced County Office of Education,Merced County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,690,529,0.767,543,0.787,598,490,0.819,504,0.843,Y
2018-2019,24,65631,101402,Merced,Atwater Elementary,Atwater Senior Academy,Elementary School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,8,4,4,1,4,1,4,4,1,4,1,Y
2018-2019,24,65631,126771,Merced,Atwater Elementary,Bellevue Senior Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,211,179,0.848,191,0.905,211,179,0.848,191,0.905,Y
2018-2019,24,65631,6025316,Merced,Atwater Elementary,Aileen Colburn Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,417,351,0.842,381,0.914,402,338,0.841,367,0.913,Y
